"","wavelength","rowan_mean_reflectance"
"1135",1135,0.37009
"1136",1136,0.37008
"1137",1137,0.3703
"1138",1138,0.37038
"1139",1139,0.37017
"1140",1140,0.37013
"1141",1141,0.37026
"1142",1142,0.37044
"1143",1143,0.37058
"1144",1144,0.37093
"1145",1145,0.37159
"1146",1146,0.37201
"1147",1147,0.37217
"1148",1148,0.37242
"1149",1149,0.37258
"1150",1150,0.37272
"1151",1151,0.37314
"1152",1152,0.37363
"1153",1153,0.37419
"1154",1154,0.37468
"1155",1155,0.37522
"1156",1156,0.37562
"1157",1157,0.37552
"1158",1158,0.37562
"1159",1159,0.37597
"1160",1160,0.3764
"1161",1161,0.37686
"1162",1162,0.37763
"1163",1163,0.37839
"1164",1164,0.37878
"1165",1165,0.37911
"1166",1166,0.37955
"1167",1167,0.37983
"1168",1168,0.3803
"1169",1169,0.38107
"1170",1170,0.38173
"1171",1171,0.38215
"1172",1172,0.38232
"1173",1173,0.38247
"1174",1174,0.38297
"1175",1175,0.38364
"1176",1176,0.38415
"1177",1177,0.38477
"1178",1178,0.3852
"1179",1179,0.38531
"1180",1180,0.38576
"1181",1181,0.38631
"1182",1182,0.38689
"1183",1183,0.38744
"1184",1184,0.38785
"1185",1185,0.38832
"1186",1186,0.38882
"1187",1187,0.38935
"1188",1188,0.38988
"1189",1189,0.39049
"1190",1190,0.39126
"1191",1191,0.39179
"1192",1192,0.392
"1193",1193,0.39232
"1194",1194,0.39275
"1195",1195,0.39326
"1196",1196,0.39425
"1197",1197,0.39488
"1198",1198,0.39541
"1199",1199,0.39568
"1200",1200,0.39586
"1201",1201,0.39654
"1202",1202,0.39758
"1203",1203,0.3985
"1204",1204,0.39941
"1205",1205,0.39952
"1206",1206,0.39924
"1207",1207,0.39938
"1208",1208,0.39961
"1209",1209,0.40031
"1210",1210,0.40096
"1211",1211,0.40134
"1212",1212,0.40184
"1213",1213,0.40202
"1214",1214,0.40228
"1215",1215,0.40267
"1216",1216,0.40289
"1217",1217,0.40283
"1218",1218,0.40322
"1219",1219,0.40377
"1220",1220,0.40375
"1221",1221,0.40338
"1222",1222,0.40326
"1223",1223,0.40288
"1224",1224,0.40288
"1225",1225,0.4036
"1226",1226,0.40375
"1227",1227,0.4037
"1228",1228,0.40363
"1229",1229,0.40306
"1230",1230,0.40219
"1231",1231,0.40102
"1232",1232,0.4
"1233",1233,0.39913
"1234",1234,0.3983
"1235",1235,0.39744
"1236",1236,0.39681
"1237",1237,0.39563
"1238",1238,0.39397
"1239",1239,0.39291
"1240",1240,0.3916
"1241",1241,0.39029
"1242",1242,0.38934
"1243",1243,0.38784
"1244",1244,0.38611
"1245",1245,0.38457
"1246",1246,0.3828
"1247",1247,0.38089
"1248",1248,0.37878
"1249",1249,0.377
"1250",1250,0.37552
"1251",1251,0.37381
"1252",1252,0.37233
"1253",1253,0.37079
"1254",1254,0.36873
"1255",1255,0.36681
"1256",1256,0.36505
"1257",1257,0.36329
"1258",1258,0.36158
"1259",1259,0.35997
"1260",1260,0.3585
"1261",1261,0.35713
"1262",1262,0.35572
"1263",1263,0.35448
"1264",1264,0.35329
"1265",1265,0.35153
"1266",1266,0.34991
"1267",1267,0.34846
"1268",1268,0.34699
"1269",1269,0.34577
"1270",1270,0.34459
"1271",1271,0.34338
"1272",1272,0.34216
"1273",1273,0.34106
"1274",1274,0.34011
"1275",1275,0.3392
"1276",1276,0.33795
"1277",1277,0.33677
"1278",1278,0.33594
"1279",1279,0.33482
"1280",1280,0.33379
"1281",1281,0.33279
"1282",1282,0.33168
"1283",1283,0.33071
"1284",1284,0.32981
"1285",1285,0.32905
"1286",1286,0.3287
"1287",1287,0.32794
"1288",1288,0.32717
"1289",1289,0.32623
"1290",1290,0.32505
"1291",1291,0.32351
"1292",1292,0.32232
"1293",1293,0.32137
"1294",1294,0.32059
"1295",1295,0.31942
"1296",1296,0.31839
"1297",1297,0.3175
"1298",1298,0.31599
"1299",1299,0.31492
"1300",1300,0.31398
"1301",1301,0.3126
"1302",1302,0.31186
"1303",1303,0.31155
"1304",1304,0.31064
"1305",1305,0.30955
"1306",1306,0.30901
"1307",1307,0.30867
"1308",1308,0.30847
"1309",1309,0.30914
"1310",1310,0.30917
"1311",1311,0.30811
"1312",1312,0.30836
"1313",1313,0.3094
"1314",1314,0.30998
"1315",1315,0.3115
"1316",1316,0.3121
"1317",1317,0.31149
"1318",1318,0.31162
"1319",1319,0.31176
"1320",1320,0.31233
"1321",1321,0.31355
"1322",1322,0.31439
"1323",1323,0.31507
"1324",1324,0.31552
"1325",1325,0.31504
"1326",1326,0.31511
"1327",1327,0.31587
"1328",1328,0.31563
"1329",1329,0.31592
"1330",1330,0.31638
"1331",1331,0.31582
"1332",1332,0.31595
"1333",1333,0.31609
"1334",1334,0.31606
"1335",1335,0.31576
"1336",1336,0.31455
"1337",1337,0.31353
"1338",1338,0.31232
"1339",1339,0.31166
"1340",1340,0.31177
"1341",1341,0.31104
"1342",1342,0.30996
"1343",1343,0.30865
"1344",1344,0.3077
"1345",1345,0.30695
"1346",1346,0.30656
"1347",1347,0.30614
"1348",1348,0.30577
"1349",1349,0.30569
"1350",1350,0.30628
"1351",1351,0.30636
"1352",1352,0.30609
"1353",1353,0.30633
"1354",1354,0.30648
"1355",1355,0.30677
"1356",1356,0.30796
"1357",1357,0.30813
"1358",1358,0.30733
"1359",1359,0.30729
"1360",1360,0.3076
"1361",1361,0.3077
"1362",1362,0.30777
"1363",1363,0.30811
"1364",1364,0.30864
"1365",1365,0.30852
"1366",1366,0.30821
"1367",1367,0.30827
"1368",1368,0.30813
"1369",1369,0.30742
"1370",1370,0.30698
"1371",1371,0.3072
"1372",1372,0.30689
"1373",1373,0.30648
"1374",1374,0.30779
"1375",1375,0.30823
"1376",1376,0.30749
"1377",1377,0.3076
"1378",1378,0.30729
"1379",1379,0.30748
"1380",1380,0.30817
"1381",1381,0.30774
"1382",1382,0.30696
"1383",1383,0.30623
"1384",1384,0.30608
"1385",1385,0.30576
"1386",1386,0.30504
"1387",1387,0.30495
"1388",1388,0.30393
"1389",1389,0.30405
"1390",1390,0.30514
"1391",1391,0.30391
"1392",1392,0.30306
"1393",1393,0.30206
"1394",1394,0.30096
"1395",1395,0.29924
"1396",1396,0.29812
"1397",1397,0.29683
"1398",1398,0.29666
"1399",1399,0.29747
"1400",1400,0.29773
"1401",1401,0.29919
"1402",1402,0.29872
"1403",1403,0.29628
"1404",1404,0.2951
"1405",1405,0.29388
"1406",1406,0.29287
"1407",1407,0.29218
"1408",1408,0.292
"1409",1409,0.2919
"1410",1410,0.29196
"1411",1411,0.29385
"1412",1412,0.29316
"1413",1413,0.29007
"1414",1414,0.28878
"1415",1415,0.28686
"1416",1416,0.2859
"1417",1417,0.28774
"1418",1418,0.28695
"1419",1419,0.2841
"1420",1420,0.28274
"1421",1421,0.28036
"1422",1422,0.27932
"1423",1423,0.28066
"1424",1424,0.28025
"1425",1425,0.27899
"1426",1426,0.27895
"1427",1427,0.27876
"1428",1428,0.27865
"1429",1429,0.28067
"1430",1430,0.27996
"1431",1431,0.27747
"1432",1432,0.27518
"1433",1433,0.27031
"1434",1434,0.26819
"1435",1435,0.26802
"1436",1436,0.26661
"1437",1437,0.26563
"1438",1438,0.26502
"1439",1439,0.26408
"1440",1440,0.26296
"1441",1441,0.26262
"1442",1442,0.26217
"1443",1443,0.26071
"1444",1444,0.25969
"1445",1445,0.26048
"1446",1446,0.25918
"1447",1447,0.25592
"1448",1448,0.25365
"1449",1449,0.24999
"1450",1450,0.24815
"1451",1451,0.24767
"1452",1452,0.24764
"1453",1453,0.24993
"1454",1454,0.25008
"1455",1455,0.24957
"1456",1456,0.24907
"1457",1457,0.24806
"1458",1458,0.24571
"1459",1459,0.24104
"1460",1460,0.23961
"1461",1461,0.2387
"1462",1462,0.23775
"1463",1463,0.2401
"1464",1464,0.24069
"1465",1465,0.23932
"1466",1466,0.23843
"1467",1467,0.23927
"1468",1468,0.23733
"1469",1469,0.23094
"1470",1470,0.22913
"1471",1471,0.22815
"1472",1472,0.22782
"1473",1473,0.23301
"1474",1474,0.23332
"1475",1475,0.2302
"1476",1476,0.22853
"1477",1477,0.22489
"1478",1478,0.22277
"1479",1479,0.2223
"1480",1480,0.22052
"1481",1481,0.21766
"1482",1482,0.21697
"1483",1483,0.2169
"1484",1484,0.21799
"1485",1485,0.22228
"1486",1486,0.22343
"1487",1487,0.22302
"1488",1488,0.22263
"1489",1489,0.22081
"1490",1490,0.22045
"1491",1491,0.2208
"1492",1492,0.22228
"1493",1493,0.22448
"1494",1494,0.22522
"1495",1495,0.22619
"1496",1496,0.22756
"1497",1497,0.23016
"1498",1498,0.22981
"1499",1499,0.22942
"1500",1500,0.22566
"1501",1501,0.21345
"1502",1502,0.054354
"1503",1503,0.05727
"1504",1504,0.057193
"1505",1505,0.043013
"1506",1506,0.054624
"1507",1507,0.068521
"1508",1508,0.066668
"1509",1509,0.047039
"1510",1510,0.041993
"1511",1511,0.054441
"1512",1512,0.049402
"1513",1513,0.044589
"1514",1514,0.044385
"1515",1515,0.04793
"1516",1516,0.051485
"1517",1517,0.054086
"1518",1518,0.055253
"1519",1519,0.050451
"1520",1520,0.046282
"1521",1521,0.046875
"1522",1522,0.04696
"1523",1523,0.046694
"1524",1524,0.04631
"1525",1525,0.045675
"1526",1526,0.048727
"1527",1527,0.053278
"1528",1528,0.053605
"1529",1529,0.048849
"1530",1530,0.043161
"1531",1531,0.041963
"1532",1532,0.048456
"1533",1533,0.052543
"1534",1534,0.048835
"1535",1535,0.046469
"1536",1536,0.043084
"1537",1537,0.039895
"1538",1538,0.043698
"1539",1539,0.045014
"1540",1540,0.045701
"1541",1541,0.0524
"1542",1542,0.051729
"1543",1543,0.046959
"1544",1544,0.044492
"1545",1545,0.045416
"1546",1546,0.046366
"1547",1547,0.045905
"1548",1548,0.048331
"1549",1549,0.049833
"1550",1550,0.048762
"1551",1551,0.044855
"1552",1552,0.045242
"1553",1553,0.047992
"1554",1554,0.047436
"1555",1555,0.047104
"1556",1556,0.048339
"1557",1557,0.050897
"1558",1558,0.048831
"1559",1559,0.047356
"1560",1560,0.048648
"1561",1561,0.046882
"1562",1562,0.04737
"1563",1563,0.050209
"1564",1564,0.051006
"1565",1565,0.050779
"1566",1566,0.049705
"1567",1567,0.047995
"1568",1568,0.047687
"1569",1569,0.049014
"1570",1570,0.051192
"1571",1571,0.051003
"1572",1572,0.050683
"1573",1573,0.050995
"1574",1574,0.049137
"1575",1575,0.049899
"1576",1576,0.052315
"1577",1577,0.050992
"1578",1578,0.050293
"1579",1579,0.050629
"1580",1580,0.051245
"1581",1581,0.051948
"1582",1582,0.052017
"1583",1583,0.051297
"1584",1584,0.051588
"1585",1585,0.052242
"1586",1586,0.052779
"1587",1587,0.053017
"1588",1588,0.053151
"1589",1589,0.053285
"1590",1590,0.053494
"1591",1591,0.053232
"1592",1592,0.052968
"1593",1593,0.053311
"1594",1594,0.053587
"1595",1595,0.054055
"1596",1596,0.054678
"1597",1597,0.054078
"1598",1598,0.054009
"1599",1599,0.054902
"1600",1600,0.055572
"1601",1601,0.055179
"1602",1602,0.054557
"1603",1603,0.055455
"1604",1604,0.055303
"1605",1605,0.05473
"1606",1606,0.054849
"1607",1607,0.055087
"1608",1608,0.055545
"1609",1609,0.056102
"1610",1610,0.055886
"1611",1611,0.05599
"1612",1612,0.056485
"1613",1613,0.0564
"1614",1614,0.056649
"1615",1615,0.056973
"1616",1616,0.056773
"1617",1617,0.057378
"1618",1618,0.058036
"1619",1619,0.057986
"1620",1620,0.057848
"1621",1621,0.058169
"1622",1622,0.058866
"1623",1623,0.058627
"1624",1624,0.058732
"1625",1625,0.059098
"1626",1626,0.058727
"1627",1627,0.058732
"1628",1628,0.05896
"1629",1629,0.058997
"1630",1630,0.059546
"1631",1631,0.05987
"1632",1632,0.059556
"1633",1633,0.059529
"1634",1634,0.059792
"1635",1635,0.060222
"1636",1636,0.060489
"1637",1637,0.061037
"1638",1638,0.061546
"1639",1639,0.061391
"1640",1640,0.06156
"1641",1641,0.061835
"1642",1642,0.061943
"1643",1643,0.062649
"1644",1644,0.06352
"1645",1645,0.064167
"1646",1646,0.064318
"1647",1647,0.064546
"1648",1648,0.065111
"1649",1649,0.066056
"1650",1650,0.066937
"1651",1651,0.067593
"1652",1652,0.06801
"1653",1653,0.068522
"1654",1654,0.069249
"1655",1655,0.070189
"1656",1656,0.071088
"1657",1657,0.072098
"1658",1658,0.073252
"1659",1659,0.074405
"1660",1660,0.075661
"1661",1661,0.07694
"1662",1662,0.078093
"1663",1663,0.079455
"1664",1664,0.080936
"1665",1665,0.082357
"1666",1666,0.083571
"1667",1667,0.084855
"1668",1668,0.086377
"1669",1669,0.088065
"1670",1670,0.089769
"1671",1671,0.091481
"1672",1672,0.093318
"1673",1673,0.095207
"1674",1674,0.097017
"1675",1675,0.098617
"1676",1676,0.099996
"1677",1677,0.10157
"1678",1678,0.10348
"1679",1679,0.10481
"1680",1680,0.10612
"1681",1681,0.10764
"1682",1682,0.10903
"1683",1683,0.11062
"1684",1684,0.11217
"1685",1685,0.11318
"1686",1686,0.11429
"1687",1687,0.11536
"1688",1688,0.11624
"1689",1689,0.11753
"1690",1690,0.11869
"1691",1691,0.11949
"1692",1692,0.12032
"1693",1693,0.12131
"1694",1694,0.12232
"1695",1695,0.12305
"1696",1696,0.1238
"1697",1697,0.1246
"1698",1698,0.1254
"1699",1699,0.12632
"1700",1700,0.1272
"1701",1701,0.12792
"1702",1702,0.12862
"1703",1703,0.12924
"1704",1704,0.12987
"1705",1705,0.13077
"1706",1706,0.13144
"1707",1707,0.13191
"1708",1708,0.1324
"1709",1709,0.13297
"1710",1710,0.13353
"1711",1711,0.13397
"1712",1712,0.13411
"1713",1713,0.13419
"1714",1714,0.13432
"1715",1715,0.13446
"1716",1716,0.13453
"1717",1717,0.13451
"1718",1718,0.13442
"1719",1719,0.13416
"1720",1720,0.13387
"1721",1721,0.13368
"1722",1722,0.13347
"1723",1723,0.13311
"1724",1724,0.13265
"1725",1725,0.13242
"1726",1726,0.13218
"1727",1727,0.1319
"1728",1728,0.13164
"1729",1729,0.13135
"1730",1730,0.1311
"1731",1731,0.13095
"1732",1732,0.1307
"1733",1733,0.13059
"1734",1734,0.13072
"1735",1735,0.13055
"1736",1736,0.13056
"1737",1737,0.13076
"1738",1738,0.13068
"1739",1739,0.13058
"1740",1740,0.13055
"1741",1741,0.13059
"1742",1742,0.13069
"1743",1743,0.13075
"1744",1744,0.13071
"1745",1745,0.13078
"1746",1746,0.13094
"1747",1747,0.13115
"1748",1748,0.1314
"1749",1749,0.13152
"1750",1750,0.13162
"1751",1751,0.1319
"1752",1752,0.13209
"1753",1753,0.13226
"1754",1754,0.13246
"1755",1755,0.13247
"1756",1756,0.13249
"1757",1757,0.1326
"1758",1758,0.13265
"1759",1759,0.13265
"1760",1760,0.13264
"1761",1761,0.13264
"1762",1762,0.13265
"1763",1763,0.13271
"1764",1764,0.13283
"1765",1765,0.13288
"1766",1766,0.13275
"1767",1767,0.13245
"1768",1768,0.1323
"1769",1769,0.1322
"1770",1770,0.13207
"1771",1771,0.1318
"1772",1772,0.13166
"1773",1773,0.13168
"1774",1774,0.13182
"1775",1775,0.13186
"1776",1776,0.13193
"1777",1777,0.13216
"1778",1778,0.13256
"1779",1779,0.13285
"1780",1780,0.13294
"1781",1781,0.13297
"1782",1782,0.13298
"1783",1783,0.13299
"1784",1784,0.13303
"1785",1785,0.13314
"1786",1786,0.13316
"1787",1787,0.13304
"1788",1788,0.13301
"1789",1789,0.13294
"1790",1790,0.1327
"1791",1791,0.13212
"1792",1792,0.13157
"1793",1793,0.13106
"1794",1794,0.13047
"1795",1795,0.12976
"1796",1796,0.129
"1797",1797,0.12821
"1798",1798,0.12721
"1799",1799,0.12642
"1800",1800,0.12587
"1801",1801,0.12519
"1802",1802,0.1247
"1803",1803,0.12441
"1804",1804,0.12426
"1805",1805,0.12404
"1806",1806,0.12387
"1807",1807,0.12378
"1808",1808,0.12348
"1809",1809,0.12316
"1810",1810,0.12281
"1811",1811,0.12229
"1812",1812,0.12171
"1813",1813,0.12108
"1814",1814,0.12038
"1815",1815,0.11982
"1816",1816,0.11923
"1817",1817,0.1185
"1818",1818,0.11779
"1819",1819,0.11723
"1820",1820,0.11686
"1821",1821,0.11662
"1822",1822,0.11638
"1823",1823,0.1162
"1824",1824,0.11619
"1825",1825,0.11642
"1826",1826,0.11673
"1827",1827,0.11706
"1828",1828,0.11748
"1829",1829,0.11808
"1830",1830,0.11882
"1831",1831,0.11963
"1832",1832,0.12059
"1833",1833,0.12179
"1834",1834,0.12331
"1835",1835,0.12502
"1836",1836,0.1271
"1837",1837,0.12963
"1838",1838,0.13226
"1839",1839,0.13537
"1840",1840,0.139
"1841",1841,0.14293
"1842",1842,0.1472
"1843",1843,0.15185
"1844",1844,0.15688
"1845",1845,0.16223
"1846",1846,0.16792
"1847",1847,0.17393
"1848",1848,0.1802
"1849",1849,0.1866
"1850",1850,0.19315
"1851",1851,0.1999
"1852",1852,0.20668
"1853",1853,0.21345
"1854",1854,0.22022
"1855",1855,0.22691
"1856",1856,0.2336
"1857",1857,0.24024
"1858",1858,0.24663
"1859",1859,0.25299
"1860",1860,0.25932
"1861",1861,0.26548
"1862",1862,0.27161
"1863",1863,0.27765
"1864",1864,0.28357
"1865",1865,0.28953
"1866",1866,0.29543
"1867",1867,0.3012
"1868",1868,0.30697
"1869",1869,0.31267
"1870",1870,0.31829
"1871",1871,0.32383
"1872",1872,0.32926
"1873",1873,0.33462
"1874",1874,0.33992
"1875",1875,0.34507
"1876",1876,0.3501
"1877",1877,0.35499
"1878",1878,0.35974
"1879",1879,0.36446
"1880",1880,0.36906
"1881",1881,0.37339
"1882",1882,0.37757
"1883",1883,0.3816
"1884",1884,0.38547
"1885",1885,0.38916
"1886",1886,0.39267
"1887",1887,0.39605
"1888",1888,0.39937
"1889",1889,0.40251
"1890",1890,0.40547
"1891",1891,0.40829
"1892",1892,0.41105
"1893",1893,0.41366
"1894",1894,0.41609
"1895",1895,0.41838
"1896",1896,0.42059
"1897",1897,0.42273
"1898",1898,0.42484
"1899",1899,0.4267
"1900",1900,0.42846
"1901",1901,0.43022
"1902",1902,0.43191
"1903",1903,0.43351
"1904",1904,0.43505
"1905",1905,0.43654
"1906",1906,0.43794
"1907",1907,0.43931
"1908",1908,0.4407
"1909",1909,0.44201
"1910",1910,0.44325
"1911",1911,0.44448
"1912",1912,0.44571
"1913",1913,0.44687
"1914",1914,0.44799
"1915",1915,0.44913
"1916",1916,0.45026
"1917",1917,0.45137
"1918",1918,0.45244
"1919",1919,0.45347
"1920",1920,0.45452
"1921",1921,0.45561
"1922",1922,0.45664
"1923",1923,0.45761
"1924",1924,0.45859
"1925",1925,0.45966
"1926",1926,0.46068
"1927",1927,0.4617
"1928",1928,0.46274
"1929",1929,0.46378
"1930",1930,0.46478
"1931",1931,0.46574
"1932",1932,0.46675
"1933",1933,0.46781
"1934",1934,0.4689
"1935",1935,0.46996
"1936",1936,0.47097
"1937",1937,0.472
"1938",1938,0.47305
"1939",1939,0.47403
"1940",1940,0.47507
"1941",1941,0.47617
"1942",1942,0.47717
"1943",1943,0.47818
"1944",1944,0.47924
"1945",1945,0.48036
"1946",1946,0.48144
"1947",1947,0.48248
"1948",1948,0.48348
"1949",1949,0.48448
"1950",1950,0.48557
"1951",1951,0.48671
"1952",1952,0.48777
"1953",1953,0.48875
"1954",1954,0.48975
"1955",1955,0.49081
"1956",1956,0.49185
"1957",1957,0.49292
"1958",1958,0.494
"1959",1959,0.49503
"1960",1960,0.49602
"1961",1961,0.49709
"1962",1962,0.49831
"1963",1963,0.49931
"1964",1964,0.50033
"1965",1965,0.50143
"1966",1966,0.50241
"1967",1967,0.50352
"1968",1968,0.50467
"1969",1969,0.50566
"1970",1970,0.50677
"1971",1971,0.50792
"1972",1972,0.509
"1973",1973,0.50994
"1974",1974,0.51096
"1975",1975,0.51207
"1976",1976,0.51309
"1977",1977,0.51411
"1978",1978,0.51518
"1979",1979,0.5163
"1980",1980,0.51739
"1981",1981,0.51847
"1982",1982,0.51953
"1983",1983,0.52055
"1984",1984,0.52161
"1985",1985,0.52271
"1986",1986,0.52381
"1987",1987,0.52483
"1988",1988,0.52582
"1989",1989,0.52683
"1990",1990,0.52789
"1991",1991,0.52897
"1992",1992,0.53003
"1993",1993,0.53103
"1994",1994,0.53209
"1995",1995,0.53314
"1996",1996,0.5341
"1997",1997,0.53517
"1998",1998,0.53618
"1999",1999,0.53714
"2000",2000,0.53818
"2001",2001,0.53925
"2002",2002,0.5403
"2003",2003,0.54128
"2004",2004,0.54233
"2005",2005,0.54329
"2006",2006,0.54418
"2007",2007,0.54522
"2008",2008,0.54623
"2009",2009,0.54725
"2010",2010,0.54834
"2011",2011,0.54924
"2012",2012,0.55015
"2013",2013,0.55121
"2014",2014,0.55226
"2015",2015,0.55326
"2016",2016,0.55419
"2017",2017,0.55507
"2018",2018,0.55609
"2019",2019,0.55713
"2020",2020,0.5581
"2021",2021,0.55913
"2022",2022,0.56005
"2023",2023,0.56091
"2024",2024,0.56197
"2025",2025,0.56297
"2026",2026,0.56394
"2027",2027,0.56496
"2028",2028,0.56603
"2029",2029,0.56706
"2030",2030,0.56801
"2031",2031,0.56894
"2032",2032,0.56997
"2033",2033,0.57098
"2034",2034,0.57182
"2035",2035,0.57289
"2036",2036,0.57397
"2037",2037,0.57493
"2038",2038,0.57581
"2039",2039,0.57674
"2040",2040,0.5777
"2041",2041,0.5786
"2042",2042,0.57954
"2043",2043,0.58045
"2044",2044,0.58133
"2045",2045,0.58236
"2046",2046,0.58332
"2047",2047,0.58415
"2048",2048,0.58494
"2049",2049,0.58587
"2050",2050,0.58681
"2051",2051,0.58761
"2052",2052,0.58854
"2053",2053,0.58949
"2054",2054,0.59038
"2055",2055,0.59122
"2056",2056,0.59198
"2057",2057,0.59281
"2058",2058,0.59379
"2059",2059,0.59459
"2060",2060,0.59537
"2061",2061,0.59625
"2062",2062,0.59729
"2063",2063,0.59802
"2064",2064,0.59866
"2065",2065,0.59952
"2066",2066,0.60041
"2067",2067,0.60122
"2068",2068,0.60195
"2069",2069,0.60274
"2070",2070,0.6035
"2071",2071,0.6043
"2072",2072,0.60523
"2073",2073,0.60584
"2074",2074,0.60646
"2075",2075,0.60725
"2076",2076,0.60799
"2077",2077,0.60867
"2078",2078,0.60933
"2079",2079,0.61007
"2080",2080,0.61102
"2081",2081,0.61193
"2082",2082,0.61262
"2083",2083,0.61314
"2084",2084,0.61372
"2085",2085,0.61432
"2086",2086,0.61477
"2087",2087,0.61544
"2088",2088,0.61616
"2089",2089,0.61676
"2090",2090,0.6174
"2091",2091,0.61809
"2092",2092,0.61878
"2093",2093,0.61936
"2094",2094,0.61995
"2095",2095,0.6204
"2096",2096,0.62069
"2097",2097,0.62145
"2098",2098,0.62222
"2099",2099,0.62274
"2100",2100,0.623
"2101",2101,0.62333
"2102",2102,0.62382
"2103",2103,0.6244
"2104",2104,0.62456
"2105",2105,0.62498
"2106",2106,0.62566
"2107",2107,0.62608
"2108",2108,0.62632
"2109",2109,0.62655
"2110",2110,0.62689
"2111",2111,0.62739
"2112",2112,0.62787
"2113",2113,0.62822
"2114",2114,0.62839
"2115",2115,0.62857
"2116",2116,0.62899
"2117",2117,0.62966
"2118",2118,0.62962
"2119",2119,0.62985
"2120",2120,0.63038
"2121",2121,0.63049
"2122",2122,0.63091
"2123",2123,0.63144
"2124",2124,0.63178
"2125",2125,0.63213
"2126",2126,0.63243
"2127",2127,0.63275
"2128",2128,0.63323
"2129",2129,0.63344
"2130",2130,0.63375
"2131",2131,0.63437
"2132",2132,0.63447
"2133",2133,0.63477
"2134",2134,0.63538
"2135",2135,0.63584
"2136",2136,0.63621
"2137",2137,0.63655
"2138",2138,0.6369
"2139",2139,0.63718
"2140",2140,0.63763
"2141",2141,0.6382
"2142",2142,0.63865
"2143",2143,0.63886
"2144",2144,0.63909
"2145",2145,0.63956
"2146",2146,0.64038
"2147",2147,0.64073
"2148",2148,0.64073
"2149",2149,0.64116
"2150",2150,0.64155
"2151",2151,0.64199
