Wavelength [nm],Sitka,Broadleaf,Grass
1069,1981.924,2836.944,3939.56
1070,1982.568,2837.304,3940.96
1071,1983.296,2837.664,3943.48
1072,1983.8,2837.976,3944.84
1073,1983.996,2838.416,3945.88
1074,1984.248,2838.752,3947.64
1075,1984.472,2838.96,3947.88
1076,1984.584,2839.048,3946
1077,1984.724,2839.216,3946
1078,1984.948,2839.288,3946.68
1079,1984.892,2839.408,3946.4
1080,1984.752,2839.672,3946.32
1081,1984.836,2839.808,3946.64
1082,1984.864,2839.752,3946.68
1083,1984.892,2839.744,3945.92
1084,1984.808,2839.784,3945.96
1085,1984.416,2839.656,3946.48
1086,1983.912,2839.624,3945
1087,1983.212,2839.6,3943.92
1088,1982.652,2839.456,3943.04
1089,1982.148,2839.24,3941.76
1090,1981.672,2839.056,3940.28
1091,1981.336,2838.776,3940.28
1092,1980.832,2838.52,3938.36
1093,1980.356,2838.304,3934.64
1094,1979.516,2837.936,3931.4
1095,1978.648,2837.624,3930.44
1096,1977.64,2837.296,3928.32
1097,1976.492,2836.896,3925.76
1098,1975.54,2836.56,3924.44
1099,1974.504,2835.944,3922.4
1100,1973.328,2835.384,3919.2
1101,1972.096,2834.88,3916.16
1102,1970.724,2834.072,3913.24
1103,1969.408,2833.472,3910.32
1104,1968.092,2832.976,3906.88
1105,1966.72,2832.368,3903.4
1106,1965.432,2831.76,3899.72
1107,1964.004,2831.208,3896.64
1108,1962.408,2830.648,3893.6
1109,1960.84,2829.944,3890.04
1110,1959.272,2829.216,3886.08
1111,1957.564,2828.416,3884.2
1112,1955.744,2827.48,3881.76
1113,1953.756,2826.64,3877.64
1114,1951.74,2825.952,3874.32
1115,1949.724,2825.104,3871.08
1116,1947.456,2824,3866
1117,1945.02,2822.92,3860.72
1118,1942.556,2821.712,3855.72
1119,1940.008,2820.344,3851.12
1120,1937.012,2818.888,3845.32
1121,1933.96,2817.512,3839.28
1122,1930.46,2815.824,3832.56
1123,1926.456,2813.936,3825.68
1124,1922.228,2811.944,3817.24
1125,1917.888,2809.88,3807.84
1126,1912.988,2807.504,3798.12
1127,1907.78,2804.92,3788.04
1128,1901.956,2802.216,3775.4
1129,1895.796,2799.256,3763.28
1130,1889.216,2796.064,3751.4
1131,1881.796,2792.4,3736.36
1132,1873.928,2788.464,3720.08
1133,1865.584,2784.288,3703.56
1134,1856.484,2779.72,3686
1135,1847.244,2775.024,3667.2
1136,1837.696,2770.232,3647.96
1137,1827.756,2765.12,3627.76
1138,1817.48,2759.792,3605.4
1139,1806.868,2754.16,3583.8
1140,1795.724,2748.128,3561.96
1141,1784.636,2742.128,3540.24
1142,1772.988,2735.8,3518
1143,1761.704,2729.56,3496.48
1144,1750.392,2723.248,3475.4
1145,1739.276,2717.024,3454.4
1146,1728.552,2710.856,3433.32
1147,1718.22,2704.736,3413.28
1148,1708.084,2698.808,3394.48
1149,1698.144,2692.976,3376.44
1150,1688.736,2687.44,3359.32
1151,1679.468,2681.936,3343.2
1152,1670.928,2676.96,3328.36
1153,1662.864,2672.48,3314.12
1154,1655.388,2668.064,3301.36
1155,1648.444,2663.952,3290.12
1156,1641.92,2660.04,3280
1157,1635.872,2656.168,3271.04
1158,1630.356,2652.752,3262.88
1159,1625.344,2649.848,3256.44
1160,1620.64,2646.976,3249.92
1161,1616.58,2644.272,3243.12
1162,1612.66,2641.84,3237.92
1163,1609.02,2639.624,3233.64
1164,1605.548,2637.52,3230.36
1165,1602.468,2635.648,3226.92
1166,1599.752,2634.112,3224.6
1167,1597.12,2632.568,3221.96
1168,1594.824,2631.168,3219.04
1169,1592.5,2629.72,3216.64
1170,1590.316,2628.4,3215.2
1171,1588.188,2627.016,3212.88
1172,1586.2,2625.592,3209.6
1173,1584.268,2624.248,3207.68
1174,1582.588,2622.944,3206.12
1175,1580.684,2621.728,3204.84
1176,1578.78,2620.624,3205.36
1177,1576.848,2619.496,3204.4
1178,1574.636,2618.448,3202.56
1179,1572.592,2617.344,3200.88
1180,1570.632,2616.2,3198.96
1181,1568.728,2615,3196.2
1182,1566.796,2613.888,3194.52
1183,1564.92,2612.832,3193.44
1184,1562.988,2611.712,3191.88
1185,1561,2610.568,3190.6
1186,1559.096,2609.52,3188.96
1187,1557.136,2608.384,3186.84
1188,1555.4,2607.464,3185.24
1189,1553.664,2606.768,3183.56
1190,1552.152,2606.024,3182.24
1191,1550.864,2605.344,3181.28
1192,1549.66,2604.72,3180.32
1193,1548.596,2604.064,3179.36
1194,1547.644,2603.536,3178.72
1195,1546.776,2603.008,3178.28
1196,1546.048,2602.656,3177.88
1197,1545.432,2602.448,3177.88
1198,1544.956,2602.264,3177.72
1199,1544.676,2602.096,3177.6
1200,1544.564,2602.032,3177.08
1201,1544.536,2601.936,3177.64
1202,1544.676,2601.752,3178.96
1203,1544.928,2601.76,3179.6
1204,1545.32,2601.832,3180.52
1205,1545.796,2602.016,3181.36
1206,1546.384,2602.376,3181.56
1207,1547.112,2602.672,3182.32
1208,1547.896,2602.984,3183.4
1209,1548.876,2603.376,3184.76
1210,1549.94,2603.744,3186.6
1211,1551.2,2604.2,3188
1212,1552.656,2604.768,3189.6
1213,1554.168,2605.384,3191.08
1214,1555.792,2606.048,3191.96
1215,1557.612,2606.76,3193.12
1216,1559.516,2607.496,3195.16
1217,1561.504,2608.28,3196.8
1218,1563.52,2609.104,3198.48
1219,1565.676,2609.936,3200.4
1220,1567.888,2610.84,3202.16
1221,1570.1,2611.856,3203.64
1222,1572.368,2612.808,3205.44
1223,1574.776,2613.76,3207.4
1224,1577.1,2614.76,3209.36
1225,1579.424,2615.792,3211.6
1226,1581.748,2616.808,3213.64
1227,1584.128,2617.92,3215.36
1228,1586.424,2618.952,3217.44
1229,1588.72,2619.92,3219.68
1230,1590.96,2620.912,3221.68
1231,1593.144,2621.928,3223.6
1232,1595.272,2622.88,3226.2
1233,1597.316,2623.864,3228.04
1234,1599.332,2624.88,3229.84
1235,1601.292,2625.808,3232.16
1236,1603.224,2626.784,3234.4
1237,1605.128,2627.736,3236.48
1238,1607.032,2628.68,3238.6
1239,1608.824,2629.632,3240.76
1240,1610.588,2630.6,3242.84
1241,1612.268,2631.52,3244.84
1242,1613.892,2632.408,3247.04
1243,1615.516,2633.272,3249.04
1244,1617.14,2634.064,3250.64
1245,1618.708,2634.896,3252.52
1246,1620.22,2635.728,3254.64
1247,1621.676,2636.488,3256.36
1248,1623.132,2637.192,3257.96
1249,1624.476,2637.912,3259.52
1250,1625.764,2638.608,3260.76
1251,1627.024,2639.216,3262.12
1252,1628.2,2639.816,3263.72
1253,1629.32,2640.424,3264.92
1254,1630.412,2640.888,3266.16
1255,1631.476,2641.248,3267.52
1256,1632.484,2641.64,3268.4
1257,1633.464,2641.976,3269.52
1258,1634.388,2642.312,3270.48
1259,1635.256,2642.68,3271.16
1260,1635.956,2642.904,3271.92
1261,1636.544,2643.048,3272.76
1262,1637.048,2643.152,3273.32
1263,1637.412,2643.144,3273.88
1264,1637.804,2643.12,3274.24
1265,1638.196,2643.08,3274.48
1266,1638.476,2643.008,3274.36
1267,1638.7,2642.92,3273.84
1268,1638.84,2642.76,3273.32
1269,1638.924,2642.536,3272.72
1270,1638.896,2642.272,3271.72
1271,1638.868,2641.96,3270.72
1272,1638.756,2641.584,3269.8
1273,1638.504,2641.264,3268.36
1274,1638.168,2640.96,3266.8
1275,1637.692,2640.536,3265.28
1276,1637.104,2640.096,3263.56
1277,1636.516,2639.616,3261.6
1278,1635.788,2639.064,3259.72
1279,1635.032,2638.496,3257.6
1280,1634.248,2637.896,3255.24
1281,1633.324,2637.304,3252.76
1282,1632.26,2636.664,3250.12
1283,1631.112,2635.984,3247.32
1284,1629.852,2635.352,3244.48
1285,1628.508,2634.512,3241.28
1286,1627.052,2633.528,3237.8
1287,1625.484,2632.584,3234.32
1288,1623.776,2631.576,3230.48
1289,1622.012,2630.536,3226.6
1290,1620.136,2629.528,3222.72
1291,1618.12,2628.392,3218.68
1292,1615.992,2627.136,3214.28
1293,1613.752,2625.792,3209.92
1294,1611.316,2624.392,3205.16
1295,1608.796,2622.992,3199.96
1296,1606.164,2621.528,3194.64
1297,1603.392,2619.96,3189.36
1298,1600.48,2618.368,3183.88
1299,1597.372,2616.624,3178.4
1300,1594.068,2614.76,3172.56
1301,1590.624,2612.8,3166.6
1302,1586.956,2610.712,3159.96
1303,1583.092,2608.448,3152.8
1304,1579.088,2606.112,3145.48
1305,1574.86,2603.648,3137.68
1306,1570.492,2601.08,3129.84
1307,1566.012,2598.416,3121.96
1308,1561.252,2595.544,3113.52
1309,1556.352,2592.464,3104.72
1310,1551.228,2589.296,3095.4
1311,1545.824,2585.96,3085.56
1312,1540.224,2582.512,3075.6
1313,1534.484,2578.952,3065
1314,1528.52,2575.216,3054.12
1315,1522.388,2571.352,3042.76
1316,1516.004,2567.232,3030.96
1317,1509.368,2562.96,3019.12
1318,1502.48,2558.568,3006.72
1319,1495.424,2553.904,2993.92
1320,1488.228,2549.088,2980.8
1321,1480.752,2544.104,2967.24
1322,1473.08,2538.936,2953.6
1323,1465.268,2533.64,2939.68
1324,1457.288,2528.192,2925.52
1325,1449.112,2522.536,2911.2
1326,1440.768,2516.72,2896.8
1327,1432.368,2510.768,2881.92
1328,1423.8,2504.608,2866.72
1329,1415.176,2498.368,2851.6
1330,1406.496,2492.024,2836.2
1331,1397.788,2485.584,2821.04
1332,1388.94,2479.008,2806
1333,1380.148,2472.32,2790.8
1334,1371.3,2465.56,2775.6
1335,1362.452,2458.656,2760.36
1336,1353.632,2451.664,2745.12
1337,1344.896,2444.752,2730.16
1338,1336.188,2437.752,2715.04
1339,1327.592,2430.704,2699.84
1340,1319.164,2423.672,2684.68
1341,1310.708,2416.48,2669.8
1342,1302.42,2409.384,2655.64
1343,1294.272,2402.384,2641.44
1344,1286.18,2395.344,2627.32
1345,1278.284,2388.384,2613.64
1346,1270.472,2381.4,2599.96
1347,1262.828,2374.432,2586.68
1348,1255.38,2367.592,2573.68
1349,1248.016,2360.776,2561
1350,1240.82,2354.048,2548.36
1351,1233.848,2347.456,2535.96
1352,1226.904,2340.856,2523.56
1353,1220.072,2334.344,2511.2
1354,1213.296,2327.816,2499.2
1355,1206.604,2321.288,2487.44
1356,1199.912,2314.76,2475.48
1357,1193.36,2308.312,2463.84
1358,1186.696,2301.728,2451.88
1359,1180.004,2295.048,2439.44
1360,1173.2,2288.264,2426.96
1361,1166.172,2281.328,2414.08
1362,1159.088,2274.192,2400.84
1363,1151.808,2266.864,2387.28
1364,1144.248,2259.264,2373.2
1365,1136.464,2251.344,2358.64
1366,1128.316,2243.032,2343.28
1367,1119.804,2234.336,2326.88
1368,1110.9,2225.136,2309.6
1369,1101.52,2215.44,2291.2
1370,1091.692,2205.232,2271.96
1371,1081.248,2194.352,2251.84
1372,1070.3,2182.816,2230.44
1373,1058.708,2170.416,2207.48
1374,1046.528,2157.28,2182.92
1375,1033.536,2143.056,2157.2
1376,1019.928,2128.04,2130
1377,1005.424,2111.752,2101.4
1378,990.192,2094.512,2071.84
1379,974.092,2075.848,2040.16
1380,957.068,2056.016,2006.56
1381,939.372,2034.8,1971.72
1382,920.752,2012.272,1935.12
1383,901.516,1988.4,1897.44
1384,881.636,1963.312,1858.68
1385,861.224,1936.96,1818.76
1386,840.252,1909.36,1777.72
1387,819.168,1881.04,1736.24
1388,797.748,1851.592,1694.12
1389,776.272,1821.48,1652.04
1390,754.908,1790.88,1610.32
1391,733.46,1759.28,1568.4
1392,712.32,1727.456,1527
1393,691.488,1695.4,1486
1394,670.908,1662.968,1445.84
1395,651.028,1630.888,1407.16
1396,631.652,1598.896,1369.52
1397,612.92,1567.272,1333.32
1398,594.972,1536.36,1298.68
1399,577.528,1505.72,1265.12
1400,560.98,1476.024,1233.32
1401,545.244,1447.232,1203.12
1402,530.292,1419.408,1174.48
1403,516.18,1392.488,1147.36
1404,502.824,1366.688,1121.84
1405,490.252,1341.816,1098
1406,478.408,1318.144,1075.56
1407,467.292,1295.456,1054.72
1408,456.82,1273.928,1034.92
1409,447.104,1253.608,1016.44
1410,437.92,1234.296,999.16
1411,429.408,1216.096,983.16
1412,421.428,1198.888,968.2
1413,414.008,1182.664,954.56
1414,407.036,1167.4,941.56
1415,400.624,1153.208,929.44
1416,394.576,1139.744,918.24
1417,388.976,1127.2,907.88
1418,383.796,1115.504,898.36
1419,378.924,1104.472,889.6
1420,374.444,1094.256,881.24
1421,370.272,1084.712,873.4
1422,366.352,1075.784,866.04
1423,362.74,1067.496,859.24
1424,359.352,1059.656,852.96
1425,356.244,1052.36,847.08
1426,353.332,1045.632,841.76
1427,350.616,1039.296,836.8
1428,348.152,1033.448,832.08
1429,345.828,1028.024,827.72
1430,343.672,1022.984,823.56
1431,341.684,1018.336,819.72
1432,339.864,1014.096,816.12
1433,338.184,1010.168,812.84
1434,336.644,1006.624,809.92
1435,335.244,1003.336,807.16
1436,333.984,1000.36,804.56
1437,332.808,997.672,802.32
1438,331.744,995.28,800.44
1439,330.792,993.144,798.72
1440,329.924,991.288,797.2
1441,329.168,989.648,795.88
1442,328.524,988.256,794.76
1443,327.964,987.032,793.76
1444,327.46,986.016,792.96
1445,327.04,985.12,792.28
1446,326.676,984.4,791.72
1447,326.368,983.792,791.2
1448,326.144,983.368,791
1449,325.948,983.08,790.92
1450,325.808,982.928,790.92
1451,325.724,982.936,791.04
1452,325.696,983.08,791.24
1453,325.752,983.336,791.56
1454,325.836,983.728,792.04
1455,325.976,984.28,792.64
1456,326.144,984.976,793.6
1457,326.396,985.88,794.8
1458,326.732,986.936,796.08
1459,327.124,988.208,797.72
1460,327.628,989.712,799.48
1461,328.188,991.44,801.28
1462,328.804,993.44,803.48
1463,329.56,995.656,805.88
1464,330.428,998.128,808.52
1465,331.38,1000.88,811.68
1466,332.472,1003.872,815.04
1467,333.676,1007.112,818.72
1468,334.964,1010.584,822.6
1469,336.364,1014.304,826.8
1470,337.848,1018.224,831.16
1471,339.444,1022.408,835.64
1472,341.096,1026.728,840.48
1473,342.888,1031.28,845.6
1474,344.764,1035.952,850.88
1475,346.724,1040.784,856.44
1476,348.768,1045.776,862.12
1477,350.896,1050.912,867.92
1478,353.08,1056.16,873.88
1479,355.32,1061.584,880.04
1480,357.644,1067.088,886.32
1481,360.024,1072.704,892.76
1482,362.432,1078.472,899.4
1483,364.952,1084.384,906.28
1484,367.472,1090.4,913.04
1485,370.076,1096.584,920.04
1486,372.708,1102.808,926.8
1487,375.424,1109.2,933.68
1488,378.14,1115.696,940.68
1489,380.94,1122.256,947.76
1490,383.796,1129.032,955.32
1491,386.652,1135.864,962.96
1492,389.536,1142.808,970.44
1493,392.448,1149.888,978.2
1494,395.388,1156.992,985.84
1495,398.384,1164.2,993.56
1496,401.408,1171.496,1001.52
1497,404.46,1178.864,1009.44
1498,407.596,1186.352,1017.52
1499,410.704,1193.8,1025.68
1500,413.868,1201.296,1033.8
1501,417.032,1208.896,1042.04
1502,420.224,1216.448,1050.32
1503,423.444,1224.104,1058.6
1504,426.692,1231.768,1066.84
1505,429.884,1239.352,1075.28
1506,433.16,1247.008,1083.76
1507,436.436,1254.688,1092.2
1508,439.684,1262.344,1100.68
1509,442.96,1270.008,1109.24
1510,446.264,1277.696,1117.76
1511,449.568,1285.328,1126.32
1512,452.928,1292.928,1135
1513,456.26,1300.512,1143.6
1514,459.592,1308.096,1152.16
1515,462.924,1315.608,1160.76
1516,466.256,1323.08,1169.36
1517,469.588,1330.52,1178
1518,472.976,1337.88,1186.72
1519,476.336,1345.232,1195.48
1520,479.668,1352.592,1204.28
1521,483,1359.856,1213.04
1522,486.304,1367.072,1221.84
1523,489.636,1374.248,1230.64
1524,492.968,1381.352,1239.44
1525,496.3,1388.424,1248.24
1526,499.604,1395.456,1257.12
1527,502.908,1402.416,1265.92
1528,506.184,1409.288,1274.76
1529,509.46,1416.12,1283.48
1530,512.736,1422.888,1292.16
1531,515.984,1429.576,1300.88
1532,519.232,1436.224,1309.68
1533,522.48,1442.792,1318.36
1534,525.7,1449.264,1327.12
1535,528.948,1455.696,1335.8
1536,532.168,1462.12,1344.4
1537,535.388,1468.456,1353.08
1538,538.608,1474.752,1361.88
1539,541.8,1480.968,1370.52
1540,544.992,1487.08,1379.16
1541,548.156,1493.168,1387.68
1542,551.348,1499.272,1396.28
1543,554.484,1505.288,1404.72
1544,557.676,1511.272,1413.2
1545,560.84,1517.16,1421.88
1546,563.976,1522.912,1430.48
1547,567.168,1528.664,1438.92
1548,570.276,1534.336,1447.36
1549,573.412,1539.96,1455.72
1550,576.52,1545.528,1464
1551,579.6,1550.984,1472.28
1552,582.68,1556.4,1480.44
1553,585.732,1561.728,1488.52
1554,588.728,1566.984,1496.6
1555,591.78,1572.208,1504.64
1556,594.804,1577.368,1512.56
1557,597.8,1582.456,1520.6
1558,600.768,1587.488,1528.68
1559,603.708,1592.456,1536.44
1560,606.648,1597.392,1544.16
1561,609.56,1602.256,1551.92
1562,612.416,1607.048,1559.4
1563,615.3,1611.8,1566.76
1564,618.128,1616.456,1574.16
1565,620.956,1621.056,1581.44
1566,623.784,1625.6,1588.8
1567,626.612,1630.096,1596.2
1568,629.412,1634.568,1603.36
1569,632.184,1638.984,1610.52
1570,634.956,1643.344,1617.52
1571,637.672,1647.672,1624.28
1572,640.416,1651.968,1631.2
1573,643.104,1656.192,1638.16
1574,645.792,1660.408,1645.04
1575,648.48,1664.616,1651.88
1576,651.168,1668.776,1658.6
1577,653.828,1672.92,1665.32
1578,656.46,1677.008,1671.84
1579,659.064,1681.056,1678.16
1580,661.696,1685.096,1684.64
1581,664.3,1689.096,1691.16
1582,666.904,1693.08,1697.52
1583,669.508,1697.08,1703.92
1584,672.112,1701.048,1710.08
1585,674.716,1704.992,1716
1586,677.292,1708.888,1721.96
1587,679.868,1712.704,1727.76
1588,682.416,1716.576,1733.72
1589,684.936,1720.392,1739.8
1590,687.456,1724.232,1745.64
1591,690.004,1728.088,1751.48
1592,692.524,1731.904,1757.28
1593,695.072,1735.68,1762.84
1594,697.592,1739.432,1768.56
1595,700.112,1743.176,1774.48
1596,702.66,1746.944,1780.16
1597,705.208,1750.704,1785.76
1598,707.756,1754.44,1791.24
1599,710.304,1758.168,1796.52
1600,712.824,1761.872,1801.88
1601,715.288,1765.568,1807.36
1602,717.78,1769.216,1812.6
1603,720.216,1772.904,1817.84
1604,722.68,1776.52,1822.96
1605,725.144,1780.072,1827.92
1606,727.608,1783.6,1832.8
1607,730.072,1787.136,1837.52
1608,732.452,1790.584,1842.32
1609,734.804,1793.976,1847
1610,737.072,1797.336,1851.72
1611,739.284,1800.64,1856.72
1612,741.524,1803.896,1861.32
1613,743.736,1807.152,1865.76
1614,745.892,1810.328,1870.16
1615,747.992,1813.44,1874.32
1616,750.036,1816.504,1878.6
1617,751.996,1819.544,1883.04
1618,753.928,1822.488,1887.24
1619,755.832,1825.4,1891.28
1620,757.652,1828.24,1895.4
1621,759.388,1830.992,1899.48
1622,761.096,1833.704,1903.36
1623,762.72,1836.368,1907.24
1624,764.316,1838.936,1911.04
1625,765.856,1841.44,1914.48
1626,767.396,1843.92,1918.16
1627,768.88,1846.304,1921.92
1628,770.392,1848.672,1925.56
1629,771.904,1851.032,1929.2
1630,773.472,1853.328,1932.76
1631,775.04,1855.56,1936.2
1632,776.664,1857.752,1939.68
1633,778.316,1859.896,1943.2
1634,779.968,1861.976,1946.6
1635,781.62,1864.008,1949.92
1636,783.272,1865.992,1953.12
1637,784.98,1867.912,1956.16
1638,786.604,1869.76,1959.12
1639,788.2,1871.576,1961.84
1640,789.684,1873.256,1964.6
1641,791.084,1874.832,1967.24
1642,792.372,1876.32,1969.96
1643,793.604,1877.72,1972.88
1644,794.696,1879,1975.52
1645,795.676,1880.184,1978
1646,796.516,1881.216,1980.4
1647,797.272,1882.088,1982.56
1648,797.888,1882.848,1984.64
1649,798.336,1883.488,1986.64
1650,798.7,1883.976,1988.68
1651,798.924,1884.392,1990.6
1652,799.036,1884.64,1992.56
1653,799.036,1884.736,1994.68
1654,798.924,1884.744,1996.48
1655,798.672,1884.584,1998.08
1656,798.336,1884.336,1999.6
1657,797.86,1883.96,2000.8
1658,797.356,1883.464,2002
1659,796.768,1882.808,2003.12
1660,796.208,1882.104,2004.2
1661,795.62,1881.256,2005.16
1662,795.032,1880.416,2006.16
1663,794.388,1879.512,2007.2
1664,793.856,1878.592,2008.12
1665,793.38,1877.608,2009
1666,792.932,1876.656,2009.88
1667,792.568,1875.664,2010.72
1668,792.232,1874.728,2011.36
1669,791.924,1873.848,2011.84
1670,791.7,1872.92,2012.4
1671,791.532,1872.032,2012.88
1672,791.392,1871.12,2013.16
1673,791.336,1870.192,2013.52
1674,791.224,1869.232,2013.44
1675,791.168,1868.264,2012.88
1676,791.056,1867.264,2012.48
1677,790.916,1866.248,2011.96
1678,790.748,1865.176,2011.32
1679,790.608,1864.096,2010.72
1680,790.356,1862.888,2009.88
1681,790.076,1861.632,2008.8
1682,789.684,1860.248,2007.76
1683,789.236,1858.816,2006.64
1684,788.648,1857.2,2005.44
1685,787.92,1855.432,2004.16
1686,787.136,1853.608,2002.88
1687,786.268,1851.672,2001.48
1688,785.344,1849.68,2000.16
1689,784.308,1847.624,1998.88
1690,783.244,1845.504,1997.56
1691,782.068,1843.328,1996.2
1692,780.92,1841.088,1994.84
1693,779.744,1838.8,1993.48
1694,778.54,1836.464,1991.96
1695,777.28,1834.024,1990.36
1696,776.02,1831.624,1988.64
1697,774.676,1829.184,1986.6
1698,773.332,1826.72,1984.8
1699,771.96,1824.2,1983.24
1700,770.504,1821.712,1981.24
1701,769.02,1819.2,1979.16
1702,767.508,1816.728,1976.92
1703,765.94,1814.264,1974.24
1704,764.344,1811.832,1971.76
1705,762.776,1809.392,1969.28
1706,761.152,1807.032,1966.72
1707,759.5,1804.752,1964.04
1708,757.848,1802.472,1961.32
1709,756.168,1800.24,1958.48
1710,754.488,1798.008,1955.68
1711,752.808,1795.76,1952.88
1712,751.128,1793.52,1950.04
1713,749.448,1791.304,1947.24
1714,747.796,1789.08,1944.16
1715,746.172,1786.872,1940.88
1716,744.492,1784.656,1937.48
1717,742.784,1782.44,1933.96
1718,741.076,1780.224,1930.4
1719,739.312,1778.016,1926.6
1720,737.576,1775.832,1923.44
1721,735.756,1773.568,1919.84
1722,733.936,1771.32,1916.16
1723,732.144,1769.088,1912.76
1724,730.296,1766.84,1908.88
1725,728.504,1764.632,1904.8
1726,726.74,1762.472,1900.72
1727,724.948,1760.328,1896.56
1728,723.24,1758.208,1892.32
1729,721.616,1756.112,1888.04
1730,720.132,1754.104,1884.12
1731,718.732,1752.12,1880.04
1732,717.472,1750.216,1875.68
1733,716.324,1748.416,1871.52
1734,715.232,1746.632,1867
1735,714.084,1744.8,1862.56
1736,712.992,1743.04,1858.36
1737,711.816,1741.144,1853.92
1738,710.64,1739.176,1849.52
1739,709.324,1737.12,1844.76
1740,707.952,1735.008,1839.6
1741,706.412,1732.736,1834.52
1742,704.704,1730.36,1829.24
1743,702.94,1727.864,1823.92
1744,701.036,1725.176,1818.76
1745,699.076,1722.456,1813.28
1746,697.088,1719.656,1807.52
1747,695.016,1716.8,1801.84
1748,692.804,1713.848,1796.04
1749,690.648,1710.864,1790.28
1750,688.38,1707.832,1784.68
1751,686.196,1704.744,1778.84
1752,684.012,1701.536,1772.8
1753,681.8,1698.352,1766.68
1754,679.56,1695.104,1760.28
1755,677.376,1691.84,1754
1756,675.136,1688.56,1747.68
1757,673.008,1685.328,1741.48
1758,670.88,1682.064,1735.32
1759,668.836,1678.872,1729.24
1760,666.82,1675.728,1723.2
1761,664.86,1672.656,1717.32
1762,662.928,1669.608,1711.52
1763,661.164,1666.712,1705.96
1764,659.484,1663.888,1700.48
1765,657.916,1661.192,1695.24
1766,656.488,1658.632,1690.08
1767,655.088,1656.2,1685.24
1768,653.744,1653.904,1680.68
1769,652.512,1651.728,1676.24
1770,651.336,1649.696,1671.96
1771,650.272,1647.68,1667.84
1772,649.236,1645.856,1664.2
1773,648.256,1644.12,1660.48
1774,647.304,1642.44,1656.88
1775,646.352,1640.872,1653.64
