Wavelength [nm],Sitka,Broadleaf,Grass
1776,645.428,1639.344,1650.12
1777,644.588,1637.824,1646.88
1778,643.804,1636.424,1644.4
1779,643.048,1635.128,1641.64
1780,642.376,1633.928,1638.92
1781,641.76,1632.848,1636.72
1782,641.228,1631.88,1634.72
1783,640.752,1631.008,1632.92
1784,640.388,1630.216,1631.52
1785,640.08,1629.552,1630.12
1786,639.856,1628.992,1628.92
1787,639.744,1628.544,1628
1788,639.632,1628.176,1627.24
1789,639.576,1627.904,1626.76
1790,639.576,1627.744,1626.32
1791,639.604,1627.696,1626.04
1792,639.744,1627.712,1625.8
1793,639.996,1627.872,1625.56
1794,640.304,1628.056,1625.36
1795,640.668,1628.28,1625.2
1796,641.032,1628.576,1625.2
1797,641.424,1628.92,1625.28
1798,641.816,1629.352,1625.64
1799,642.264,1629.88,1626.2
1800,642.712,1630.416,1626.8
1801,643.188,1631.032,1627.56
1802,643.692,1631.632,1628.2
1803,644.196,1632.232,1628.96
1804,644.672,1632.848,1629.48
1805,645.12,1633.48,1629.72
1806,645.596,1634.08,1630.4
1807,646.044,1634.688,1631.12
1808,646.492,1635.24,1631.8
1809,646.94,1635.728,1632.72
1810,647.332,1636.224,1633.48
1811,647.724,1636.68,1634
1812,648.144,1637.088,1634.44
1813,648.536,1637.488,1634.76
1814,648.928,1637.848,1634.88
1815,649.32,1638.184,1635
1816,649.656,1638.448,1635.2
1817,649.992,1638.656,1635.56
1818,650.272,1638.816,1635.8
1819,650.468,1638.864,1635.68
1820,650.636,1638.816,1635.52
1821,650.748,1638.776,1635.28
1822,650.86,1638.688,1635
1823,650.916,1638.536,1634.6
1824,650.916,1638.408,1634.36
1825,650.86,1638.136,1633.56
1826,650.72,1637.736,1632.48
1827,650.552,1637.248,1631.2
1828,650.356,1636.632,1629.6
1829,650.02,1635.888,1627.6
1830,649.628,1635.024,1625.28
1831,650.16,1636.256,1628.56
1832,649.46,1634.648,1624.32
1833,648.62,1632.552,1620.4
1834,647.696,1630.6,1618.52
1835,646.576,1628.984,1615.16
1836,645.288,1626.848,1611.32
1837,643.832,1624.432,1606.6
1838,642.376,1622.248,1600.6
1839,640.612,1619.2,1594.8
1840,638.568,1615.48,1588.56
1841,636.384,1611.616,1582.24
1842,634.2,1607.592,1574.92
1843,631.792,1603.112,1567.52
1844,628.88,1598.272,1559.64
1845,625.66,1592.776,1550.48
1846,622.244,1586.792,1540.8
1847,618.408,1580.232,1530.92
1848,614.32,1573.2,1520.68
1849,610.092,1566.016,1509.64
1850,605.528,1557.736,1497.8
1851,600.712,1548.664,1486.52
1852,595.196,1538.976,1473.04
1853,589.456,1528.496,1456.92
1854,583.38,1517.376,1439.76
1855,576.604,1505.848,1423
1856,569.548,1493.064,1406.16
1857,562.184,1479.4,1387.96
1858,554.456,1464.768,1370.64
1859,546.448,1449.328,1350.48
1860,538.16,1432.88,1328.16
1861,529.508,1415.672,1304.16
1862,520.38,1397.8,1280.2
1863,510.776,1378.416,1255.88
1864,500.752,1357.944,1231.72
1865,490.224,1336.288,1206.56
1866,479.472,1313.432,1180.32
1867,468.44,1289.336,1153.8
1868,457.016,1264.168,1125.36
1869,445.088,1237.92,1094.32
1870,433.104,1210.472,1064.32
1871,420.896,1182,1034.28
1872,408.352,1152.2,1002.52
1873,396.2,1121.536,971.44
1874,383.852,1090.36,940.96
1875,371.448,1058.6,909.76
1876,358.988,1026.016,877.68
1877,346.78,993.448,846.28
1878,334.18,960.168,814.76
1879,322.364,927.128,783.92
1880,310.968,893.816,753.16
1881,299.656,860.2,722.88
1882,288.652,826.68,692.84
1883,278.0736,793.168,663.84
1884,267.7836,760.384,636.16
1885,257.6028,727.376,609.32
1886,248.0352,695.784,582.96
1887,238.784,664.504,557.28
1888,230.104,634.504,532.8
1889,221.8664,605.048,507.96
1890,214.1188,577.1944,485.6
1891,206.9144,550.416,465.44
1892,200.1188,525.0752,446.24
1893,193.8832,501.2952,428.4
1894,188.2636,479.0824,412.64
1895,182.868,458.144,396.968
1896,177.9456,438.5928,381.636
1897,173.3788,420.4888,368.372
1898,169.1116,404.0456,356.56
1899,165.27,388.696,345.576
1900,162.2012,375.0256,336.664
1901,159.0288,362.2256,327.948
1902,155.8144,350.5504,319.96
1903,153.2944,340.18,312.5
1904,150.906,330.5952,305.752
1905,148.7248,322.3272,300
1906,146.678,314.4416,294.624
1907,145.0092,307.4232,290.148
1908,143.4132,301.0512,285.484
1909,141.876,295.4448,280.664
1910,140.5572,290.3312,277.02
1911,139.594,285.9288,274.472
1912,138.6252,282.2232,271.28
1913,137.6676,278.5904,268.712
1914,136.738,275.4416,267.244
1915,135.8924,272.3856,265.228
1916,135.0468,269.4712,262.864
1917,134.4028,267.0408,260.92
1918,133.952,264.9552,259.276
1919,133.4536,263.1248,257.76
1920,133.0952,261.92,255.82
1921,132.7144,260.6048,254.816
1922,132.314,259.3056,254.772
1923,131.852,258.296,254.736
1924,131.6644,257.4376,254.16
1925,131.6784,256.6376,253.736
1926,131.5272,256.1528,253.296
1927,131.4292,255.944,251.988
1928,131.4096,255.9064,251.672
1929,131.3788,256.132,252.552
1930,131.3172,256.4312,252.556
1931,131.3032,256.944,252.144
1932,131.3676,257.5392,252.176
1933,131.4544,258.2432,252.256
1934,131.4264,259.0336,251.776
1935,131.6056,259.972,252.496
1936,131.9444,261.0112,254.18
1937,132.3252,262.2544,255.34
1938,132.8684,263.6768,257.048
1939,133.2436,265.1744,258.212
1940,133.6244,266.9328,258.904
1941,134.0388,268.6176,259.856
1942,134.33,270.2104,260.72
1943,134.6884,272.0432,261.68
1944,135.0944,273.9984,262.704
1945,135.6208,275.9904,263.664
1946,136.108,278.2248,265.188
1947,136.57,280.76,267.26
1948,137.06,283.2056,268.684
1949,137.578,285.7456,269.74
1950,138.1464,288.3232,271.652
1951,138.7092,290.9496,274.032
1952,139.3336,293.6112,275.784
1953,140.084,296.276,278.112
1954,140.7812,299.0784,280.1
1955,141.4728,301.9544,281.72
1956,142.1588,304.9376,281.78
1957,142.8364,307.8344,283.896
1958,143.5056,310.7704,287.1
1959,144.1692,313.7912,289.748
1960,144.8356,316.6472,293.408
1961,145.5104,319.8424,295.924
1962,146.132,323.3864,297.508
1963,146.832,326.784,299.508
1964,147.5796,330.2336,300.552
1965,148.33,333.7128,302.8
1966,149.1084,337.2152,305.604
1967,149.9372,340.6696,309.32
1968,150.7324,344.2304,312.136
1969,151.5052,347.8192,315.728
1970,152.3144,351.5968,318.132
1971,153.1488,355.4928,318.524
1972,153.9944,359.4144,321.136
1973,154.7644,363.6432,324.604
1974,155.708,367.6272,327.796
1975,156.8588,371.3328,332.672
1976,157.8416,375.2992,336.264
1977,158.8356,379.276,338.584
1978,159.9164,383.3592,341.28
1979,160.7844,387.512,344.204
1980,161.3332,391.9816,347.016
1981,162.19,396.2064,349.864
1982,163.0916,400.2376,353.064
1983,164.0436,404.5096,356.152
1984,165.1832,408.8496,358.636
1985,166.222,413.2208,361.932
1986,167.1152,417.8976,366.356
1987,168.1932,422.348,369.66
1988,169.3244,426.7168,372.34
1989,170.632,430.9144,375.832
1990,171.7604,435.292,378.992
1991,172.9504,439.556,381.444
1992,174.0704,444.0416,384.78
1993,175.0336,448.7504,388.86
1994,176.0332,453.3768,392.528
1995,177.0748,458.1744,395.904
1996,178.1528,462.732,399.648
1997,179.2224,466.9872,404.08
1998,180.264,471.5184,407.76
1999,181.3476,476.0512,410.56
2000,182.364,480.6456,414.72
2001,183.5316,485.2576,418.48
2002,184.6292,490.0848,421.76
2003,185.7128,494.6392,425.96
2004,186.9,498.948,431.92
2005,187.9892,503.3496,435.68
2006,188.8152,507.6896,438.4
2007,189.9352,512.1056,441.96
2008,191.2876,516.5944,444.12
2009,192.514,521.0352,447.64
2010,193.872,525.5504,452.68
2011,195.1096,530.0144,457.6
2012,196.0616,534.2896,460.88
2013,196.9912,538.4552,465.12
2014,197.9348,542.74,469.08
2015,198.6656,546.9672,472.4
2016,199.7184,551.2456,476.08
2017,200.9896,555.7664,480.2
2018,202.1404,559.9992,484.16
2019,203.4592,564.0672,487.96
2020,204.5596,568.1552,491.8
2021,205.4164,571.9848,495.92
2022,206.4384,575.9856,499.88
2023,207.3232,580.104,503.76
2024,208.5664,584.184,506.96
2025,209.902,588.152,511.08
2026,210.8988,592.336,515.48
2027,211.8788,596.16,519.44
2028,212.7132,599.688,523.24
2029,213.57,603.304,527.36
2030,214.3512,606.696,531.4
2031,215.1996,610.272,535.36
2032,216.0228,614.088,540.2
2033,216.8992,617.648,544
2034,217.8316,621.176,546.68
2035,218.666,624.616,549.84
2036,219.6824,627.92,553.04
2037,220.6008,631.472,556.24
2038,221.396,635.056,561.48
2039,222.348,638.328,566.16
2040,223.1992,641.672,570.16
2041,223.9104,644.872,574.24
2042,224.7868,648.136,577.8
2043,225.8088,651.488,580.08
2044,226.6292,654.784,583.48
2045,227.43,658,587.12
2046,228.228,661.208,590.96
2047,228.8636,664.296,595.76
2048,229.5692,667.592,599.44
2049,230.5716,670.848,602.24
2050,231.3724,673.944,606.12
2051,232.1788,677.136,610.04
2052,232.9012,680.344,614.72
2053,233.6124,683.632,619.32
2054,234.2564,687.032,625.48
2055,234.906,690.384,629.28
2056,235.3764,693.68,631.2
2057,236.194,697.08,634.64
2058,237.1936,700.56,637.48
2059,238.098,703.984,641.4
2060,239.2264,707.48,646.88
2061,240.3716,711.168,651.72
2062,241.0184,714.216,655.68
2063,241.4104,717.336,659.68
2064,242.0656,720.88,663.24
2065,242.7516,724.168,666.92
2066,243.5468,727.744,671
2067,244.678,731.888,675.4
2068,245.5404,735.504,679.8
2069,246.2768,738.864,684.96
2070,247.0468,742.376,689.08
2071,247.7524,745.808,692.96
2072,248.5112,749.296,696.6
2073,249.256,752.952,698.84
2074,250.11,756.416,702.6
2075,250.9864,759.792,707.56
2076,251.6332,763.072,711.6
2077,252.3276,766.152,716.4
2078,253.0416,769.464,720.56
2079,253.6744,772.936,724.44
2080,254.6852,776.24,729.24
2081,255.6568,779.672,733.44
2082,256.8384,783.368,737.88
2083,257.712,786.744,742.32
2084,258.4988,790.072,746.16
2085,259.238,793.24,750.16
2086,259.6916,796.088,754.64
2087,260.4448,799.008,759.12
2088,261.3212,802.272,761.96
2089,262.2284,805.576,765.84
2090,263.2784,809.008,769.68
2091,264.2024,812.512,772.88
2092,265.188,815.568,778.92
2093,266.238,818.496,784.72
2094,267.2488,821.656,789.44
2095,268.3716,824.856,794.56
2096,269.2396,828.048,798.6
2097,269.9928,831.64,800.68
2098,270.7236,834.736,804.32
2099,271.25,837.56,808.24
2100,271.7876,840.328,812.24
2101,272.7256,842.976,817.84
2102,273.6608,845.528,822.28
2103,274.568,848.68,826.16
2104,275.6852,852.104,831.64
2105,276.7016,855.4,834.84
2106,277.6676,858.8,837.84
2107,278.7232,861.68,843.08
2108,279.6248,864.28,847.12
2109,280.504,867.088,851.36
2110,281.26,869.744,856.56
2111,282.128,872.592,860.72
2112,283.164,875.76,863.92
2113,284.004,878.688,868.12
2114,284.76,881.624,872.4
2115,285.516,884.376,877.44
2116,286.188,886.92,883.12
2117,287.112,889.512,886.68
2118,288.26,892.136,889.28
2119,289.296,894.888,892.68
2120,290.192,897.832,896.04
2121,290.836,900.6,898.64
2122,291.536,903.072,902.76
2123,292.264,905.488,907.76
2124,293.104,907.88,911.6
2125,294.056,909.968,914.72
2126,295.064,912.296,918.68
2127,296.296,914.912,922.28
2128,297.164,917.256,925.72
2129,297.976,919.544,929.32
2130,298.648,921.888,933.44
2131,299.068,923.856,936.72
2132,299.796,925.384,940.72
2133,300.888,927.008,945.28
2134,301.812,928.872,948.76
2135,302.68,930.824,952.12
2136,303.408,933,954.64
2137,303.688,935.032,956.32
2138,304.136,936.712,959.44
2139,304.836,938.536,962.2
2140,305.452,940.28,964.72
2141,306.376,941.968,967.96
2142,307.916,943.768,972.12
2143,308.952,945.408,975.28
2144,309.904,946.92,978.28
2145,310.996,948.36,981.32
2146,311.556,949.848,984.36
2147,311.948,951.128,986.04
2148,312.844,952.544,987.64
2149,313.6,954.16,990.88
2150,314.552,955.64,992.52
2151,315.784,957.424,994.08
2152,316.624,959.184,997.24
2153,317.38,960.344,999.44
2154,318.192,961.648,1002.4
2155,318.808,962.68,1005.68
2156,319.564,963.488,1007.84
2157,320.6,964.832,1009.72
2158,321.468,966.024,1011.36
2159,322.42,967.28,1012.24
2160,323.148,968.44,1014.16
2161,323.708,969.6,1016.2
2162,324.24,970.464,1018.4
2163,324.772,971.648,1021.44
2164,325.696,972.856,1023.2
2165,326.984,973.84,1024.32
2166,328.076,975.144,1024.88
2167,328.972,976.184,1025.76
2168,329.728,976.92,1028.32
2169,330.288,978.144,1031.4
2170,330.736,979.176,1034.4
2171,331.352,980.064,1036.8
2172,332.332,981.216,1038.32
2173,333.172,982.12,1039.12
2174,333.872,983.12,1040.88
2175,334.656,984.216,1043.08
2176,335.468,985.384,1046.36
2177,336.112,986.496,1048.4
2178,336.644,987.696,1050.24
2179,337.316,988.888,1052.48
2180,337.932,989.992,1053.64
2181,338.492,991.128,1054
2182,339.416,992.32,1055.84
2183,340.536,993.416,1057.84
2184,341.18,994.424,1058.92
2185,341.74,995.472,1063.32
2186,342.3,996.84,1067.16
2187,342.86,998.288,1068.4
2188,343.98,999.536,1070.64
2189,345.212,1001.064,1070.72
2190,346.108,1002.192,1069.04
2191,346.668,1002.992,1069.6
2192,347.06,1004.296,1072.72
2193,347.62,1005.552,1075.64
2194,348.348,1006.824,1078.48
2195,349.608,1008.368,1084.88
2196,350.336,1009.592,1087.24
2197,350.924,1010.704,1085.92
2198,351.316,1011.552,1086.2
2199,351.736,1012.096,1088.52
2200,351.736,1012.68,1090.6
2201,352.24,1013.224,1095.44
2202,353.052,1014.024,1099.84
2203,353.528,1015.176,1101.68
2204,354.256,1016.168,1101.76
2205,354.648,1017.224,1102.28
2206,354.928,1018.328,1101.64
2207,355.292,1019.112,1100.84
2208,355.376,1019.8,1101.92
2209,355.74,1020.384,1101.16
2210,356.272,1020.56,1101.04
2211,356.832,1021.088,1102
2212,357.336,1021.824,1101.12
2213,357.532,1022.408,1101.52
2214,357.364,1023.288,1102.92
2215,357.392,1023.712,1104.36
2216,357.252,1023.808,1106.16
2217,357.168,1023.76,1108.2
2218,357.476,1023.776,1109.32
2219,357.392,1023.72,1108.6
2220,357.028,1023.568,1108.44
2221,357.112,1023.088,1107.76
2222,356.972,1022.472,1106
2223,357.084,1022.216,1104.44
2224,357.336,1022.152,1101.84
2225,356.832,1021.6,1100.16
2226,356.16,1020.8,1101.92
2227,355.6,1019.68,1104.44
2228,354.564,1017.816,1105.4
2229,353.836,1016.488,1103.56
2230,353.388,1015.448,1100.6
2231,352.352,1013.592,1097.6
2232,351.82,1012.096,1094.08
2233,351.54,1010.704,1093.44
2234,350.7,1008.816,1093.24
2235,349.608,1006.56,1094.44
2236,348.572,1004.488,1093.92
2237,347.34,1002.32,1094.6
2238,345.548,999.768,1092.4
2239,344.092,997.12,1087.52
2240,343.168,994.688,1083.84
2241,341.992,991.928,1082.16
2242,340.704,988.768,1081.72
2243,339.64,985.952,1081.92
2244,338.184,982.784,1081.04
2245,336.448,979.224,1076.88
2246,335.076,976.16,1072.12
2247,333.732,972.696,1069.24
2248,331.856,969,1067.08
2249,329.924,965.528,1065.08
2250,327.908,961.6,1062.96
2251,325.808,958.096,1060.8
2252,324.548,954.88,1057.4
2253,323.512,951.16,1052.36
2254,322.14,947.864,1049.2
2255,320.488,944.52,1046.36
2256,318.332,940.904,1043.68
2257,316.288,937.424,1040.56
2258,314.02,934.248,1038.6
2259,312.088,930.904,1035.56
2260,310.184,927.432,1031.36
2261,308.476,924.112,1028.04
2262,306.992,920.992,1025.28
2263,305.256,917.576,1021.24
2264,303.38,914.272,1018.44
2265,301.616,910.904,1015.4
2266,299.544,907.52,1011.2
2267,297.388,904.584,1007.6
2268,295.568,901.368,1004.48
2269,294.084,898.24,1000.92
2270,292.852,895.368,997.36
2271,291.788,892.488,996.04
2272,290.584,890.256,993.56
2273,289.492,888.392,989.44
2274,288.736,886.248,987.32
2275,288.232,883.784,985
2276,287.448,881.52,980.6
2277,286.636,879.048,977.4
2278,285.992,876.728,974.56
2279,285.068,875.304,968.72
2280,284.34,873.256,966
2281,284.116,870.896,966.68
2282,283.472,868.56,964.52
2283,282.66,865.632,962.92
2284,281.68,863.216,961.32
2285,280.308,861.056,957.28
2286,279.454,858.888,953.64
2287,278.5692,857.496,950.16
2288,277.9,855.48,946.36
2289,277.8692,853.072,941.68
2290,277.2,850.472,939.24
2291,276.0744,848.112,934.6
2292,274.9656,845.368,933.12
2293,273.4032,842.688,930.84
2294,272.1208,840.2,925.44
2295,271.306,837.632,922.72
2296,270.2,834.232,919.56
2297,269.0548,831.368,914.88
2298,267.9628,828.984,911.96
2299,266.588,825.912,910.48
2300,265.4848,822.8,906.72
2301,263.9084,819.888,902.08
2302,262.0352,817.04,898.76
2303,260.848,813.76,893.84
2304,259.4144,810.856,888.6
2305,258.272,807.752,883.64
2306,257.2276,803.544,879.8
2307,255.752,800.488,878.2
2308,254.4052,798.248,877.12
2309,253.5064,795.744,874.44
2310,253.3776,793.768,871.92
2311,252.7672,791.528,868.48
2312,252.1204,788.872,862.4
2313,251.3504,786.472,858.24
2314,249.984,784.056,855.84
2315,249.1272,782.248,852.56
2316,248.696,780.696,849.16
2317,248.3796,779.536,845.2
2318,248.2312,779.496,840.24
2319,248.1584,778.576,836.8
2320,248.3824,777.624,832.96
2321,248.2732,776.152,831
2322,248.108,774.2,831.52
2323,248.3096,771.52,831.2
2324,248.3572,769.096,831.4
2325,248.1472,767.688,828.28
2326,247.1672,765.768,820.52
2327,245.5404,764.04,813.6
2328,243.88,762.456,807.76
2329,242.6172,759.608,803.96
2330,242.4436,757.368,806.12
2331,242.4352,755.52,808.36
2332,241.7632,752.736,805.88
2333,240.8448,750.4,801.72
2334,239.316,747.92,795.8
2335,238.2688,744.552,788.68
2336,237.804,742.136,784.04
2337,237.0788,739.936,784.92
2338,236.824,737.224,786.36
2339,236.0568,734.544,783.12
2340,234.808,731.112,780
2341,234.0128,727.944,773.52
2342,232.4308,724.856,762.44
2343,230.9552,722,756.88
2344,230.2468,719.52,752.4
2345,230.1068,717.512,749.48
2346,229.432,715.024,745.64
2347,229.5132,712.968,744.4
2348,228.732,710.128,739.96
2349,226.646,706.368,731.56
2350,225.694,703.456,728.32
2351,225.3748,700.704,726.84
2352,224.56,697.976,726.24
2353,224.0532,695.496,731.28
2354,223.2832,693.216,729.6
2355,221.4996,690.44,724.12
2356,220.7128,688.512,720.16
2357,220.6148,688.112,711.88
2358,220.4188,686.528,708.44
2359,220.9508,685.096,709.12
2360,220.9424,683.016,708.28
2361,220.7184,679.48,711.56
2362,220.108,676.48,707.72
2363,218.7836,673.16,697.64
2364,217.9912,670.56,692.36
2365,217.224,668.48,685.04
2366,216.5156,666.296,678.8
2367,215.8744,664.752,679.36
2368,215.9976,662.408,679.8
2369,215.3312,658.992,673.64
2370,214.4044,656.936,671.92
2371,214.3792,654.08,671.92
2372,212.7496,650.488,665.28
2373,210.826,648.488,662.8
2374,210.0784,645.728,660.6
2375,208.5524,642.6,658.28
2376,207.4828,640.176,659.68
2377,207.634,637.392,657.88
2378,207.354,635.168,655.6
2379,206.444,633.056,651.16
2380,205.6936,630.608,645.16
2381,204.26,627.272,642.72
2382,202.3448,623.016,640.6
2383,201.3004,620.136,639.84
2384,200.7264,617.792,638.52
2385,200.6312,615.208,635.6
2386,200.4016,613.696,632.4
2387,200.83,611.344,625.88
2388,201.936,607.448,614.64
2389,201.642,604.032,608.76
2390,201.0204,599.96,607.6
2391,199.346,596.608,604.28
2392,195.1656,593.528,604.56
2393,193.76,590.728,603.72
2394,192.6624,588.584,599.6
2395,192.6148,585.896,598.08
2396,195.4848,583.12,600.76
2397,195.3728,579.872,596.48
2398,194.2948,576.056,589.96
2399,193.172,572.816,583.92
2400,190.2796,569.44,571
2401,188.7368,566.056,568.96
2402,187.852,563.1072,575.56
2403,187.5132,560.1264,572.96
2404,187.6224,556.816,570.72
2405,187.348,553.896,568.24
2406,187.5244,551.5128,556.76
2407,187.1632,548.612,554.6
2408,186.9168,545.812,565.16
2409,185.976,542.284,564.48
2410,184.5284,537.4888,559.8
2411,183.2516,534.4896,557.56
2412,180.2108,532.0288,546.84
2413,179.4688,529.596,544.08
2414,180.824,529.3504,553.76
2415,180.5496,526.7824,549.08
2416,181.2076,521.7304,537.84
2417,180.7344,518.636,532.2
2418,178.0464,516.5776,518.32
2419,177.2008,512.936,513.24
2420,177.282,509.736,520.24
2421,176.4084,505.6432,519.12
2422,176.3076,497.9856,512.72
2423,174.7676,493.896,510.92
2424,170.8868,492.1912,511.76
2425,169.3076,489.6736,510.12
2426,168.1876,489.2744,511.24
2427,167.5016,486.7664,511.28
2428,169.442,482.32,503.84
2429,168.6664,478.9184,503.32
2430,165.69,475.7272,513.72
2431,164.4216,471.7776,511.52
2432,162.2712,467.3688,505.76
2433,161.5516,463.6016,500
2434,164.2172,458.5464,480.56
2435,163.5564,455.4904,472.52
2436,160.5352,455.3128,470.4
2437,159.1604,453.204,471.68
2438,156.2652,451.4776,485.36
2439,155.2012,448.464,487.24
2440,157.29,443.0232,487.64
2441,157.5196,439.12,484.84
2442,157.304,435.06,468.68
2443,157.01,432.1944,461.08
2444,155.9348,431.0472,456.96
2445,155.1564,429.1152,454.16
2446,155.4924,428.1496,458.68
2447,153.762,425.596,456.36
2448,148.7752,422.1256,450.64
2449,147.6664,418.248,446.4
2450,147.224,412.524,432.72
2451,147.4228,408.228,430.56
2452,153.1012,404.5992,442.76
2453,153.9272,400.3528,443.8
2454,151.606,395.0304,449.68
2455,149.5984,392.3312,444.84
2456,143.9984,392.1392,417.44
2457,141.9096,389.2384,409.88
2458,141.89,387.8016,405.44
2459,141.1452,384.3952,407.52
2460,142.534,375.8272,433.16
2461,142.2764,370.912,440.36
2462,139.5016,366.708,440.28
2463,139.1264,364.7888,439.88
2464,140.322,366.0928,427.4
2465,140.3584,366.2008,422.92
2466,141.8396,369.8152,425.4
2467,141.4224,368.9424,422
2468,138.6224,365.7976,418.04
2469,136.808,361.076,410.96
2470,134.4672,350.4368,395.852
2471,132.538,344.9136,387.576
2472,130.7768,339.5584,380.796
2473,129.4468,336.7336,377.328
2474,127.7724,340.0352,382.24
2475,127.904,339.2744,378.272
2476,130.3904,337.092,364.096
2477,131.0232,336.0312,364.9
2478,132.2692,333.3064,372.456
2479,132.566,332.2184,376.368
2480,130.34,335.5744,399.812
2481,129.8528,333.5056,397.776
2482,131.1912,328.836,369.868
2483,130.564,323.7688,355.98
2484,128.8616,312.2128,328.592
2485,128.6208,307.7168,324.404
2486,127.9264,307.0224,336.544
2487,127.022,305.8368,352.996
2488,127.4924,310.7104,404.84
2489,127.1116,309.1272,407.16
2490,125.2524,300.5688,381.772
2491,124.194,300.5024,371.008
2492,123.9588,303.4976,320.412
2493,122.8612,303.304,318.588
2494,119.3304,309.2752,373.672
2495,120.6016,307.9392,388.6
2496,124.53,296.04,406.04
2497,127.5176,293.9344,399.26
2498,137.6452,295.6752,348.6
2499,137.1132,295.5048,328.54
2500,129.696,299.1216,304.788
