"","wavelength","lime_mean_reflectance"
"1138",1138,0.22526
"1139",1139,0.22559
"1140",1140,0.22563
"1141",1141,0.22567
"1142",1142,0.2257
"1143",1143,0.22556
"1144",1144,0.22571
"1145",1145,0.22602
"1146",1146,0.22623
"1147",1147,0.22656
"1148",1148,0.22694
"1149",1149,0.22746
"1150",1150,0.22776
"1151",1151,0.2278
"1152",1152,0.22796
"1153",1153,0.22769
"1154",1154,0.22716
"1155",1155,0.22727
"1156",1156,0.22746
"1157",1157,0.22754
"1158",1158,0.22808
"1159",1159,0.22837
"1160",1160,0.22848
"1161",1161,0.22847
"1162",1162,0.2284
"1163",1163,0.22831
"1164",1164,0.22807
"1165",1165,0.22791
"1166",1166,0.22782
"1167",1167,0.22756
"1168",1168,0.22751
"1169",1169,0.22774
"1170",1170,0.22795
"1171",1171,0.22823
"1172",1172,0.22852
"1173",1173,0.22845
"1174",1174,0.22842
"1175",1175,0.22862
"1176",1176,0.22859
"1177",1177,0.22823
"1178",1178,0.22838
"1179",1179,0.22882
"1180",1180,0.22885
"1181",1181,0.22916
"1182",1182,0.22914
"1183",1183,0.22878
"1184",1184,0.22858
"1185",1185,0.22849
"1186",1186,0.22865
"1187",1187,0.2287
"1188",1188,0.22866
"1189",1189,0.22883
"1190",1190,0.22895
"1191",1191,0.22898
"1192",1192,0.22937
"1193",1193,0.22955
"1194",1194,0.2294
"1195",1195,0.22941
"1196",1196,0.22941
"1197",1197,0.22945
"1198",1198,0.2296
"1199",1199,0.22957
"1200",1200,0.22955
"1201",1201,0.22945
"1202",1202,0.22902
"1203",1203,0.22929
"1204",1204,0.22981
"1205",1205,0.22997
"1206",1206,0.23027
"1207",1207,0.23044
"1208",1208,0.23007
"1209",1209,0.22974
"1210",1210,0.2297
"1211",1211,0.22937
"1212",1212,0.22942
"1213",1213,0.22984
"1214",1214,0.22987
"1215",1215,0.22971
"1216",1216,0.22966
"1217",1217,0.22952
"1218",1218,0.22914
"1219",1219,0.22933
"1220",1220,0.22931
"1221",1221,0.22894
"1222",1222,0.22897
"1223",1223,0.22888
"1224",1224,0.22871
"1225",1225,0.22886
"1226",1226,0.2286
"1227",1227,0.22814
"1228",1228,0.22773
"1229",1229,0.22739
"1230",1230,0.22748
"1231",1231,0.22747
"1232",1232,0.2272
"1233",1233,0.22689
"1234",1234,0.22653
"1235",1235,0.22621
"1236",1236,0.22594
"1237",1237,0.22555
"1238",1238,0.22526
"1239",1239,0.22458
"1240",1240,0.22367
"1241",1241,0.22341
"1242",1242,0.22299
"1243",1243,0.22249
"1244",1244,0.22245
"1245",1245,0.22171
"1246",1246,0.22099
"1247",1247,0.22069
"1248",1248,0.22003
"1249",1249,0.21978
"1250",1250,0.2199
"1251",1251,0.21983
"1252",1252,0.21961
"1253",1253,0.21947
"1254",1254,0.21896
"1255",1255,0.21833
"1256",1256,0.21797
"1257",1257,0.21784
"1258",1258,0.21739
"1259",1259,0.21691
"1260",1260,0.2163
"1261",1261,0.21539
"1262",1262,0.21488
"1263",1263,0.21436
"1264",1264,0.21434
"1265",1265,0.21427
"1266",1266,0.21398
"1267",1267,0.2137
"1268",1268,0.21337
"1269",1269,0.21312
"1270",1270,0.21258
"1271",1271,0.21182
"1272",1272,0.21115
"1273",1273,0.2105
"1274",1274,0.20993
"1275",1275,0.20998
"1276",1276,0.20972
"1277",1277,0.20885
"1278",1278,0.20837
"1279",1279,0.20779
"1280",1280,0.20695
"1281",1281,0.20638
"1282",1282,0.20614
"1283",1283,0.20582
"1284",1284,0.20558
"1285",1285,0.20553
"1286",1286,0.20586
"1287",1287,0.20554
"1288",1288,0.20469
"1289",1289,0.20395
"1290",1290,0.20267
"1291",1291,0.20253
"1292",1292,0.20211
"1293",1293,0.20225
"1294",1294,0.2026
"1295",1295,0.20185
"1296",1296,0.20148
"1297",1297,0.20093
"1298",1298,0.19999
"1299",1299,0.19958
"1300",1300,0.19913
"1301",1301,0.19865
"1302",1302,0.19821
"1303",1303,0.19784
"1304",1304,0.19712
"1305",1305,0.19641
"1306",1306,0.19628
"1307",1307,0.1958
"1308",1308,0.19558
"1309",1309,0.19565
"1310",1310,0.19526
"1311",1311,0.19431
"1312",1312,0.19387
"1313",1313,0.19333
"1314",1314,0.1931
"1315",1315,0.19339
"1316",1316,0.1933
"1317",1317,0.19315
"1318",1318,0.19294
"1319",1319,0.19243
"1320",1320,0.19208
"1321",1321,0.19164
"1322",1322,0.19196
"1323",1323,0.19144
"1324",1324,0.19092
"1325",1325,0.19058
"1326",1326,0.18946
"1327",1327,0.18966
"1328",1328,0.19001
"1329",1329,0.18936
"1330",1330,0.18928
"1331",1331,0.18863
"1332",1332,0.18796
"1333",1333,0.1877
"1334",1334,0.18665
"1335",1335,0.18547
"1336",1336,0.18436
"1337",1337,0.18361
"1338",1338,0.18416
"1339",1339,0.18493
"1340",1340,0.18423
"1341",1341,0.18396
"1342",1342,0.18383
"1343",1343,0.18237
"1344",1344,0.18194
"1345",1345,0.18144
"1346",1346,0.18038
"1347",1347,0.18003
"1348",1348,0.18085
"1349",1349,0.18069
"1350",1350,0.18045
"1351",1351,0.18007
"1352",1352,0.1787
"1353",1353,0.17793
"1354",1354,0.17765
"1355",1355,0.17726
"1356",1356,0.17712
"1357",1357,0.17701
"1358",1358,0.17692
"1359",1359,0.1764
"1360",1360,0.17564
"1361",1361,0.17518
"1362",1362,0.17423
"1363",1363,0.17391
"1364",1364,0.17489
"1365",1365,0.17452
"1366",1366,0.17318
"1367",1367,0.17303
"1368",1368,0.17272
"1369",1369,0.17139
"1370",1370,0.17048
"1371",1371,0.17029
"1372",1372,0.169
"1373",1373,0.16783
"1374",1374,0.16867
"1375",1375,0.16844
"1376",1376,0.16823
"1377",1377,0.16915
"1378",1378,0.16783
"1379",1379,0.16635
"1380",1380,0.1656
"1381",1381,0.16416
"1382",1382,0.16479
"1383",1383,0.16623
"1384",1384,0.16549
"1385",1385,0.16454
"1386",1386,0.163
"1387",1387,0.16064
"1388",1388,0.16106
"1389",1389,0.16201
"1390",1390,0.1615
"1391",1391,0.16131
"1392",1392,0.16021
"1393",1393,0.1574
"1394",1394,0.15595
"1395",1395,0.15461
"1396",1396,0.15397
"1397",1397,0.15398
"1398",1398,0.15417
"1399",1399,0.15535
"1400",1400,0.15521
"1401",1401,0.15482
"1402",1402,0.1542
"1403",1403,0.1526
"1404",1404,0.15175
"1405",1405,0.15092
"1406",1406,0.15048
"1407",1407,0.15071
"1408",1408,0.15028
"1409",1409,0.15013
"1410",1410,0.14944
"1411",1411,0.1478
"1412",1412,0.14681
"1413",1413,0.14579
"1414",1414,0.14497
"1415",1415,0.14443
"1416",1416,0.14385
"1417",1417,0.14334
"1418",1418,0.14313
"1419",1419,0.14377
"1420",1420,0.14327
"1421",1421,0.14239
"1422",1422,0.14132
"1423",1423,0.13885
"1424",1424,0.13714
"1425",1425,0.13555
"1426",1426,0.13488
"1427",1427,0.13511
"1428",1428,0.13499
"1429",1429,0.13562
"1430",1430,0.13571
"1431",1431,0.13539
"1432",1432,0.13498
"1433",1433,0.13433
"1434",1434,0.13375
"1435",1435,0.13236
"1436",1436,0.13217
"1437",1437,0.13352
"1438",1438,0.13343
"1439",1439,0.13387
"1440",1440,0.13284
"1441",1441,0.12882
"1442",1442,0.12745
"1443",1443,0.12701
"1444",1444,0.12612
"1445",1445,0.12695
"1446",1446,0.12637
"1447",1447,0.1235
"1448",1448,0.12271
"1449",1449,0.12249
"1450",1450,0.12312
"1451",1451,0.12657
"1452",1452,0.12729
"1453",1453,0.12769
"1454",1454,0.12654
"1455",1455,0.12206
"1456",1456,0.11947
"1457",1457,0.11561
"1458",1458,0.11456
"1459",1459,0.11755
"1460",1460,0.11707
"1461",1461,0.11648
"1462",1462,0.11554
"1463",1463,0.11116
"1464",1464,0.10925
"1465",1465,0.11027
"1466",1466,0.10906
"1467",1467,0.10524
"1468",1468,0.10522
"1469",1469,0.10793
"1470",1470,0.10787
"1471",1471,0.10968
"1472",1472,0.10972
"1473",1473,0.10436
"1474",1474,0.10335
"1475",1475,0.10589
"1476",1476,0.10636
"1477",1477,0.10739
"1478",1478,0.10779
"1479",1479,0.10839
"1480",1480,0.10617
"1481",1481,0.099937
"1482",1482,0.098798
"1483",1483,0.096874
"1484",1484,0.097256
"1485",1485,0.10604
"1486",1486,0.10723
"1487",1487,0.10558
"1488",1488,0.1029
"1489",1489,0.092928
"1490",1490,0.089763
"1491",1491,0.087944
"1492",1492,0.088181
"1493",1493,0.095012
"1494",1494,0.098644
"1495",1495,0.10376
"1496",1496,0.10453
"1497",1497,0.10054
"1498",1498,0.10054
"1499",1499,0.1009
"1500",1500,0.097403
"1501",1501,0.093895
"1502",1502,0.048896
"1503",1503,0.04637
"1504",1504,0.040136
"1505",1505,0.045942
"1506",1506,0.046876
"1507",1507,0.048042
"1508",1508,0.051834
"1509",1509,0.04826
"1510",1510,0.037797
"1511",1511,0.027618
"1512",1512,0.038323
"1513",1513,0.044922
"1514",1514,0.043213
"1515",1515,0.038426
"1516",1516,0.035141
"1517",1517,0.035509
"1518",1518,0.039551
"1519",1519,0.038617
"1520",1520,0.041312
"1521",1521,0.050467
"1522",1522,0.048259
"1523",1523,0.044094
"1524",1524,0.042277
"1525",1525,0.040299
"1526",1526,0.040778
"1527",1527,0.042661
"1528",1528,0.042824
"1529",1529,0.040222
"1530",1530,0.036893
"1531",1531,0.035607
"1532",1532,0.037336
"1533",1533,0.038822
"1534",1534,0.038116
"1535",1535,0.037703
"1536",1536,0.036878
"1537",1537,0.036048
"1538",1538,0.037134
"1539",1539,0.040096
"1540",1540,0.04262
"1541",1541,0.041199
"1542",1542,0.035196
"1543",1543,0.033401
"1544",1544,0.042335
"1545",1545,0.044022
"1546",1546,0.040283
"1547",1547,0.035727
"1548",1548,0.038568
"1549",1549,0.041911
"1550",1550,0.041661
"1551",1551,0.034767
"1552",1552,0.034299
"1553",1553,0.037531
"1554",1554,0.035445
"1555",1555,0.037032
"1556",1556,0.03824
"1557",1557,0.035104
"1558",1558,0.035785
"1559",1559,0.037011
"1560",1560,0.036535
"1561",1561,0.035142
"1562",1562,0.035334
"1563",1563,0.037
"1564",1564,0.037742
"1565",1565,0.036585
"1566",1566,0.034955
"1567",1567,0.035149
"1568",1568,0.03655
"1569",1569,0.037079
"1570",1570,0.035479
"1571",1571,0.034265
"1572",1572,0.034551
"1573",1573,0.035905
"1574",1574,0.035109
"1575",1575,0.034987
"1576",1576,0.035483
"1577",1577,0.034445
"1578",1578,0.033875
"1579",1579,0.034234
"1580",1580,0.03531
"1581",1581,0.035051
"1582",1582,0.034693
"1583",1583,0.035114
"1584",1584,0.034046
"1585",1585,0.03397
"1586",1586,0.035397
"1587",1587,0.035643
"1588",1588,0.035622
"1589",1589,0.035494
"1590",1590,0.035109
"1591",1591,0.035521
"1592",1592,0.035844
"1593",1593,0.035018
"1594",1594,0.03506
"1595",1595,0.035452
"1596",1596,0.035584
"1597",1597,0.035312
"1598",1598,0.035693
"1599",1599,0.036567
"1600",1600,0.036002
"1601",1601,0.03551
"1602",1602,0.035262
"1603",1603,0.03488
"1604",1604,0.035362
"1605",1605,0.036082
"1606",1606,0.036207
"1607",1607,0.035974
"1608",1608,0.035709
"1609",1609,0.03561
"1610",1610,0.035626
"1611",1611,0.035356
"1612",1612,0.035043
"1613",1613,0.035676
"1614",1614,0.035819
"1615",1615,0.035649
"1616",1616,0.035912
"1617",1617,0.035859
"1618",1618,0.036056
"1619",1619,0.03678
"1620",1620,0.036193
"1621",1621,0.035413
"1622",1622,0.03522
"1623",1623,0.035715
"1624",1624,0.036437
"1625",1625,0.036855
"1626",1626,0.036333
"1627",1627,0.035809
"1628",1628,0.035702
"1629",1629,0.03616
"1630",1630,0.036481
"1631",1631,0.036884
"1632",1632,0.037408
"1633",1633,0.037241
"1634",1634,0.036578
"1635",1635,0.035981
"1636",1636,0.036724
"1637",1637,0.036847
"1638",1638,0.036478
"1639",1639,0.036688
"1640",1640,0.036744
"1641",1641,0.036865
"1642",1642,0.037275
"1643",1643,0.037314
"1644",1644,0.037385
"1645",1645,0.037733
"1646",1646,0.038294
"1647",1647,0.038133
"1648",1648,0.037649
"1649",1649,0.038437
"1650",1650,0.039008
"1651",1651,0.039262
"1652",1652,0.039545
"1653",1653,0.040106
"1654",1654,0.040736
"1655",1655,0.041315
"1656",1656,0.042276
"1657",1657,0.043094
"1658",1658,0.043616
"1659",1659,0.044159
"1660",1660,0.044933
"1661",1661,0.045954
"1662",1662,0.047126
"1663",1663,0.048665
"1664",1664,0.050244
"1665",1665,0.051589
"1666",1666,0.053279
"1667",1667,0.055221
"1668",1668,0.057302
"1669",1669,0.059463
"1670",1670,0.061789
"1671",1671,0.064247
"1672",1672,0.06671
"1673",1673,0.069085
"1674",1674,0.07156
"1675",1675,0.074327
"1676",1676,0.076644
"1677",1677,0.079002
"1678",1678,0.08174
"1679",1679,0.084275
"1680",1680,0.086622
"1681",1681,0.088742
"1682",1682,0.090472
"1683",1683,0.0923
"1684",1684,0.094055
"1685",1685,0.095284
"1686",1686,0.096921
"1687",1687,0.098414
"1688",1688,0.09921
"1689",1689,0.10023
"1690",1690,0.10108
"1691",1691,0.10158
"1692",1692,0.10215
"1693",1693,0.10274
"1694",1694,0.10327
"1695",1695,0.10362
"1696",1696,0.10402
"1697",1697,0.10448
"1698",1698,0.10495
"1699",1699,0.10554
"1700",1700,0.10599
"1701",1701,0.10618
"1702",1702,0.10637
"1703",1703,0.10651
"1704",1704,0.10656
"1705",1705,0.10651
"1706",1706,0.10663
"1707",1707,0.10667
"1708",1708,0.1062
"1709",1709,0.10558
"1710",1710,0.10493
"1711",1711,0.10425
"1712",1712,0.1032
"1713",1713,0.1022
"1714",1714,0.10129
"1715",1715,0.09991
"1716",1716,0.098391
"1717",1717,0.096831
"1718",1718,0.095229
"1719",1719,0.09355
"1720",1720,0.091818
"1721",1721,0.090056
"1722",1722,0.088217
"1723",1723,0.086262
"1724",1724,0.084293
"1725",1725,0.082771
"1726",1726,0.081044
"1727",1727,0.079208
"1728",1728,0.077961
"1729",1729,0.076615
"1730",1730,0.075182
"1731",1731,0.073865
"1732",1732,0.072717
"1733",1733,0.071608
"1734",1734,0.070482
"1735",1735,0.069555
"1736",1736,0.06868
"1737",1737,0.067819
"1738",1738,0.067049
"1739",1739,0.066266
"1740",1740,0.06551
"1741",1741,0.06487
"1742",1742,0.064236
"1743",1743,0.063641
"1744",1744,0.063115
"1745",1745,0.062623
"1746",1746,0.062164
"1747",1747,0.06173
"1748",1748,0.061281
"1749",1749,0.060937
"1750",1750,0.060656
"1751",1751,0.060325
"1752",1752,0.060047
"1753",1753,0.059706
"1754",1754,0.059234
"1755",1755,0.058946
"1756",1756,0.058627
"1757",1757,0.058198
"1758",1758,0.057851
"1759",1759,0.057447
"1760",1760,0.056979
"1761",1761,0.056507
"1762",1762,0.056013
"1763",1763,0.055416
"1764",1764,0.054695
"1765",1765,0.054169
"1766",1766,0.053658
"1767",1767,0.053092
"1768",1768,0.052663
"1769",1769,0.05219
"1770",1770,0.051678
"1771",1771,0.051246
"1772",1772,0.050726
"1773",1773,0.050206
"1774",1774,0.049815
"1775",1775,0.049607
"1776",1776,0.049305
"1777",1777,0.048833
"1778",1778,0.048571
"1779",1779,0.048408
"1780",1780,0.048266
"1781",1781,0.048067
"1782",1782,0.047805
"1783",1783,0.047578
"1784",1784,0.047476
"1785",1785,0.047391
"1786",1786,0.047194
"1787",1787,0.046826
"1788",1788,0.046377
"1789",1789,0.045935
"1790",1790,0.045455
"1791",1791,0.04476
"1792",1792,0.04421
"1793",1793,0.04367
"1794",1794,0.042929
"1795",1795,0.042361
"1796",1796,0.041782
"1797",1797,0.041117
"1798",1798,0.040706
"1799",1799,0.040238
"1800",1800,0.03971
"1801",1801,0.039385
"1802",1802,0.03911
"1803",1803,0.038847
"1804",1804,0.038592
"1805",1805,0.038325
"1806",1806,0.038188
"1807",1807,0.038194
"1808",1808,0.037982
"1809",1809,0.037812
"1810",1810,0.037723
"1811",1811,0.037565
"1812",1812,0.037352
"1813",1813,0.037142
"1814",1814,0.037001
"1815",1815,0.036904
"1816",1816,0.036823
"1817",1817,0.036735
"1818",1818,0.036606
"1819",1819,0.036535
"1820",1820,0.036562
"1821",1821,0.036675
"1822",1822,0.036767
"1823",1823,0.036861
"1824",1824,0.037026
"1825",1825,0.037317
"1826",1826,0.037581
"1827",1827,0.037779
"1828",1828,0.038202
"1829",1829,0.038586
"1830",1830,0.038914
"1831",1831,0.03937
"1832",1832,0.039748
"1833",1833,0.040102
"1834",1834,0.040545
"1835",1835,0.041059
"1836",1836,0.041704
"1837",1837,0.042459
"1838",1838,0.043082
"1839",1839,0.04386
"1840",1840,0.044905
"1841",1841,0.046211
"1842",1842,0.047846
"1843",1843,0.049979
"1844",1844,0.052793
"1845",1845,0.056354
"1846",1846,0.060654
"1847",1847,0.065702
"1848",1848,0.071568
"1849",1849,0.078184
"1850",1850,0.085467
"1851",1851,0.093311
"1852",1852,0.10163
"1853",1853,0.11033
"1854",1854,0.11933
"1855",1855,0.12844
"1856",1856,0.13766
"1857",1857,0.14695
"1858",1858,0.15614
"1859",1859,0.16524
"1860",1860,0.17427
"1861",1861,0.18324
"1862",1862,0.19217
"1863",1863,0.20102
"1864",1864,0.20975
"1865",1865,0.21833
"1866",1866,0.22683
"1867",1867,0.23525
"1868",1868,0.24345
"1869",1869,0.25156
"1870",1870,0.25955
"1871",1871,0.26733
"1872",1872,0.27489
"1873",1873,0.28229
"1874",1874,0.28952
"1875",1875,0.29649
"1876",1876,0.30318
"1877",1877,0.3096
"1878",1878,0.31579
"1879",1879,0.32173
"1880",1880,0.32741
"1881",1881,0.33282
"1882",1882,0.33795
"1883",1883,0.34276
"1884",1884,0.34723
"1885",1885,0.35148
"1886",1886,0.35546
"1887",1887,0.35918
"1888",1888,0.36271
"1889",1889,0.36604
"1890",1890,0.36913
"1891",1891,0.37194
"1892",1892,0.37452
"1893",1893,0.3769
"1894",1894,0.37909
"1895",1895,0.38114
"1896",1896,0.38296
"1897",1897,0.38459
"1898",1898,0.38612
"1899",1899,0.38746
"1900",1900,0.38864
"1901",1901,0.3897
"1902",1902,0.39073
"1903",1903,0.39161
"1904",1904,0.39235
"1905",1905,0.39305
"1906",1906,0.39365
"1907",1907,0.39415
"1908",1908,0.39459
"1909",1909,0.39499
"1910",1910,0.39533
"1911",1911,0.39558
"1912",1912,0.39584
"1913",1913,0.39609
"1914",1914,0.39629
"1915",1915,0.39642
"1916",1916,0.39646
"1917",1917,0.39649
"1918",1918,0.39659
"1919",1919,0.39662
"1920",1920,0.39669
"1921",1921,0.39678
"1922",1922,0.39669
"1923",1923,0.39661
"1924",1924,0.3966
"1925",1925,0.39662
"1926",1926,0.39657
"1927",1927,0.39649
"1928",1928,0.39647
"1929",1929,0.39647
"1930",1930,0.39645
"1931",1931,0.3964
"1932",1932,0.39636
"1933",1933,0.3963
"1934",1934,0.39624
"1935",1935,0.3962
"1936",1936,0.39621
"1937",1937,0.39622
"1938",1938,0.39619
"1939",1939,0.39619
"1940",1940,0.39614
"1941",1941,0.39606
"1942",1942,0.39606
"1943",1943,0.39607
"1944",1944,0.39607
"1945",1945,0.39604
"1946",1946,0.39605
"1947",1947,0.39606
"1948",1948,0.39603
"1949",1949,0.39599
"1950",1950,0.39599
"1951",1951,0.39598
"1952",1952,0.39588
"1953",1953,0.39592
"1954",1954,0.39596
"1955",1955,0.39591
"1956",1956,0.3959
"1957",1957,0.39592
"1958",1958,0.39593
"1959",1959,0.39587
"1960",1960,0.39587
"1961",1961,0.39594
"1962",1962,0.39603
"1963",1963,0.39596
"1964",1964,0.39591
"1965",1965,0.39595
"1966",1966,0.39599
"1967",1967,0.39599
"1968",1968,0.39597
"1969",1969,0.39598
"1970",1970,0.39604
"1971",1971,0.39605
"1972",1972,0.39599
"1973",1973,0.39605
"1974",1974,0.39608
"1975",1975,0.39607
"1976",1976,0.39612
"1977",1977,0.39613
"1978",1978,0.3961
"1979",1979,0.39605
"1980",1980,0.39616
"1981",1981,0.39621
"1982",1982,0.39615
"1983",1983,0.39627
"1984",1984,0.39631
"1985",1985,0.39631
"1986",1986,0.39634
"1987",1987,0.39633
"1988",1988,0.39629
"1989",1989,0.39627
"1990",1990,0.39634
"1991",1991,0.39641
"1992",1992,0.39644
"1993",1993,0.39642
"1994",1994,0.39648
"1995",1995,0.39651
"1996",1996,0.39641
"1997",1997,0.39636
"1998",1998,0.3964
"1999",1999,0.39649
"2000",2000,0.39651
"2001",2001,0.39651
"2002",2002,0.39647
"2003",2003,0.39638
"2004",2004,0.39642
"2005",2005,0.39653
"2006",2006,0.39663
"2007",2007,0.39654
"2008",2008,0.39651
"2009",2009,0.39652
"2010",2010,0.39651
"2011",2011,0.39649
"2012",2012,0.39648
"2013",2013,0.39649
"2014",2014,0.39649
"2015",2015,0.39651
"2016",2016,0.39651
"2017",2017,0.39641
"2018",2018,0.3963
"2019",2019,0.3963
"2020",2020,0.39645
"2021",2021,0.39637
"2022",2022,0.3964
"2023",2023,0.39652
"2024",2024,0.39642
"2025",2025,0.39635
"2026",2026,0.39633
"2027",2027,0.3963
"2028",2028,0.39617
"2029",2029,0.39615
"2030",2030,0.39624
"2031",2031,0.39615
"2032",2032,0.39611
"2033",2033,0.39611
"2034",2034,0.39612
"2035",2035,0.39602
"2036",2036,0.39601
"2037",2037,0.39611
"2038",2038,0.39593
"2039",2039,0.39592
"2040",2040,0.39603
"2041",2041,0.39599
"2042",2042,0.39579
"2043",2043,0.39574
"2044",2044,0.39592
"2045",2045,0.39578
"2046",2046,0.39569
"2047",2047,0.39571
"2048",2048,0.3957
"2049",2049,0.39568
"2050",2050,0.39565
"2051",2051,0.39561
"2052",2052,0.39553
"2053",2053,0.39554
"2054",2054,0.39557
"2055",2055,0.39541
"2056",2056,0.39529
"2057",2057,0.39526
"2058",2058,0.39531
"2059",2059,0.39527
"2060",2060,0.39526
"2061",2061,0.39525
"2062",2062,0.3951
"2063",2063,0.39515
"2064",2064,0.3952
"2065",2065,0.39498
"2066",2066,0.39493
"2067",2067,0.39501
"2068",2068,0.39511
"2069",2069,0.39499
"2070",2070,0.39491
"2071",2071,0.39485
"2072",2072,0.39471
"2073",2073,0.39466
"2074",2074,0.39462
"2075",2075,0.39452
"2076",2076,0.39435
"2077",2077,0.39443
"2078",2078,0.39462
"2079",2079,0.39456
"2080",2080,0.39454
"2081",2081,0.39448
"2082",2082,0.39434
"2083",2083,0.39437
"2084",2084,0.39416
"2085",2085,0.39378
"2086",2086,0.39358
"2087",2087,0.39333
"2088",2088,0.39331
"2089",2089,0.39354
"2090",2090,0.39331
"2091",2091,0.39326
"2092",2092,0.3933
"2093",2093,0.39297
"2094",2094,0.39287
"2095",2095,0.39287
"2096",2096,0.39277
"2097",2097,0.39261
"2098",2098,0.39251
"2099",2099,0.39241
"2100",2100,0.39217
"2101",2101,0.39205
"2102",2102,0.39197
"2103",2103,0.39182
"2104",2104,0.39174
"2105",2105,0.3914
"2106",2106,0.39096
"2107",2107,0.39097
"2108",2108,0.39094
"2109",2109,0.39077
"2110",2110,0.39048
"2111",2111,0.39031
"2112",2112,0.39023
"2113",2113,0.39016
"2114",2114,0.39004
"2115",2115,0.38999
"2116",2116,0.38991
"2117",2117,0.38973
"2118",2118,0.38955
"2119",2119,0.38943
"2120",2120,0.38935
"2121",2121,0.38929
"2122",2122,0.38923
"2123",2123,0.38921
"2124",2124,0.38929
"2125",2125,0.38943
"2126",2126,0.38934
"2127",2127,0.38908
"2128",2128,0.38898
"2129",2129,0.389
"2130",2130,0.389
"2131",2131,0.38896
"2132",2132,0.38912
"2133",2133,0.38903
"2134",2134,0.38879
"2135",2135,0.38895
"2136",2136,0.38909
"2137",2137,0.38915
"2138",2138,0.38909
"2139",2139,0.3888
"2140",2140,0.38877
"2141",2141,0.38897
"2142",2142,0.38894
"2143",2143,0.38897
"2144",2144,0.38895
"2145",2145,0.38883
"2146",2146,0.38893
"2147",2147,0.38894
"2148",2148,0.38893
"2149",2149,0.38924
"2150",2150,0.38924
"2151",2151,0.38907
